query_accession	evalue
GRMZM2G161649	PF09063
GRMZM2G377550	PF05357
GRMZM2G177659	PF05371
AC212885.5_FGP005	PF05371
GRMZM2G453855	PF11126
GRMZM5G827619	PF05367
GRMZM2G082271	PF03406
GRMZM2G055809	PF06820
GRMZM2G163602	PF05798
GRMZM2G454424	PF11108
GRMZM5G898434	PF06810
AC194047.3_FGP005	PF06810
GRMZM2G474462	PF06810
AC217533.3_FGP001	PF06810
GRMZM2G129502	PF06810
GRMZM2G086464	PF06810
GRMZM2G472276	PF06810
GRMZM2G075906	PF06810
GRMZM2G103647	PF06810
GRMZM2G422212	PF06810
GRMZM5G825759	PF06810
GRMZM2G002154	PF06810
AC220970.4_FGP002	PF06810
GRMZM2G302553	PF06810
GRMZM2G105863	PF06810
AC212332.2_FGP001	PF06810
GRMZM2G041842	PF06810
GRMZM2G153368	PF10669
GRMZM2G081090	PF10669
AC205078.3_FGP009	PF05954
GRMZM2G021256	PF05954
AC200112.4_FGP007	PF05926
AC203257.2_FGP003	PF05926
GRMZM5G838388	PF05926
GRMZM2G019971	PF05929
GRMZM2G474462	PF05929
AC190900.2_FGP004	PF05929
GRMZM2G338333	PF05929
GRMZM2G092325	PF05929
GRMZM2G020982	PF05929
GRMZM2G002154	PF05929
GRMZM2G370777	PF05929
GRMZM2G046885	PF05929
GRMZM2G017525	PF05929
GRMZM2G122750	PF11133
GRMZM2G177942	PF06120
AC226227.2_FGP005	PF04971
GRMZM2G079913	PF04971
AC196475.3_FGP003	PF16080
GRMZM2G093173	PF16080
GRMZM2G116053	PF16080
GRMZM2G081848	PF16080
GRMZM2G139412	PF16080
GRMZM2G379128	PF16082
GRMZM2G133189	PF16082
GRMZM6G868472	PF16082
AC235540.1_FGP002	PF16082
GRMZM5G834354	PF16082
AC199180.3_FGP006	PF16082
GRMZM2G309897	PF16082
GRMZM2G005256	PF16082
GRMZM2G144051	PF16082
GRMZM2G044886	PF05106
GRMZM2G159559	PF04550
AC210616.4_FGP003	PF04550
GRMZM2G137083	PF07332
GRMZM2G024778	PF07332
GRMZM2G470694	PF07332
GRMZM2G338333	PF07332
GRMZM2G375956	PF07332
GRMZM2G008468	PF07332
GRMZM2G066029	PF07332
GRMZM2G179332	PF07332
GRMZM2G158170	PF07332
GRMZM2G144813	PF07332
GRMZM2G096435	PF07332
GRMZM2G017386	PF07332
GRMZM2G325118	PF07332
GRMZM2G015739	PF07332
GRMZM2G034019	PF07332
GRMZM2G589713	PF07332
GRMZM2G337229	PF07332
GRMZM2G403915	PF16079
GRMZM2G157749	PF16079
GRMZM2G032315	PF09682
GRMZM2G023874	PF16081
GRMZM2G165757	PF16081
GRMZM2G477314	PF16081
GRMZM2G156794	PF16081
GRMZM2G384090	PF16081
GRMZM2G148494	PF16931
GRMZM2G169914	PF16931
GRMZM2G126046	PF11031
GRMZM2G057394	PF00589
GRMZM2G339214	PF13009
GRMZM5G816289	PF02899
GRMZM2G348238	PF02899
GRMZM2G129444	PF12834
GRMZM2G074377	PF13495
GRMZM2G075044	PF13102
GRMZM2G313027	PF13102
GRMZM2G115277	PF13102
GRMZM2G427424	PF03245
GRMZM2G106233	PF03245
GRMZM2G057388	PF03245
GRMZM6G039492	PF03245
GRMZM2G149115	PF18013
GRMZM2G098859	PF18013
GRMZM2G377461	PF03863
GRMZM2G155111	PF06152
GRMZM2G003563	PF06152
AC209730.3_FGP003	PF07352
GRMZM2G474462	PF07352
GRMZM2G701571	PF07352
GRMZM2G131554	PF07352
GRMZM2G050268	PF07352
GRMZM2G412304	PF07352
GRMZM2G340296	PF06890
GRMZM5G806182	PF06890
AC208622.2_FGP003	PF06194
GRMZM2G122488	PF06528
GRMZM2G061485	PF06995
GRMZM2G018946	PF06995
GRMZM5G828945	PF04860
GRMZM2G055150	PF04860
GRMZM2G022645	PF05136
GRMZM2G325143	PF09681
GRMZM2G338939	PF10789
GRMZM2G136553	PF17482
GRMZM2G048455	PF17482
GRMZM2G114841	PF17482
GRMZM2G014119	PF17481
GRMZM2G016958	PF17481
GRMZM2G118637	PF17481
GRMZM2G419891	PF17481
GRMZM2G409726	PF17481
GRMZM2G001247	PF18715
GRMZM2G118062	PF16773
AC209442.4_FGP001	PF06919
AC200855.3_FGP003	PF03903
GRMZM2G531231	PF03906
GRMZM2G301803	PF10963
GRMZM2G438456	PF10963
GRMZM5G886540	PF11836
GRMZM2G110681	PF11836
GRMZM5G816609	PF11836
GRMZM2G102674	PF06894
GRMZM5G826149	PF08748
GRMZM2G007835	PF08890
GRMZM5G870477	PF09550
GRMZM2G542497	PF10109
GRMZM2G311914	PF10109
GRMZM2G031062	PF10109
GRMZM2G342856	PF10109
GRMZM5G815665	PF10109
GRMZM2G053514	PF10666
GRMZM2G039246	PF16778
GRMZM2G021624	PF05100
GRMZM2G038789	PF08400
GRMZM2G019437	PF16532
GRMZM2G100022	PF06223
GRMZM2G444958	PF05489
GRMZM2G020761	PF05489
GRMZM2G132804	PF10668
GRMZM2G079196	PF10668
GRMZM2G068507	PF10668
GRMZM2G360860	PF07141
GRMZM2G359322	PF16463
GRMZM2G448715	PF03334
GRMZM2G135045	PF09602
GRMZM2G015502	PF09602
GRMZM2G045188	PF05597
GRMZM2G147390	PF05597
GRMZM5G825759	PF05597
GRMZM2G129098	PF05597
GRMZM2G380014	PF05597
GRMZM2G365374	PF05597
GRMZM2G033619	PF09361
GRMZM2G128549	PF09361
GRMZM2G006341	PF09361
GRMZM2G122715	PF09246
GRMZM2G174370	PF09650
GRMZM2G397572	PF09712
GRMZM2G325143	PF05233
GRMZM2G173424	PF07879
GRMZM2G007555	PF07879
GRMZM2G017584	PF06850
AC196974.3_FGP007	PF16616
GRMZM2G379271	PF16616
GRMZM2G039895	PF00628
GRMZM2G059266	PF00628
GRMZM2G156088	PF00628
GRMZM2G365888	PF00628
GRMZM2G081350	PF00628
GRMZM2G025703	PF00628
GRMZM2G314661	PF00628
GRMZM2G335720	PF00628
GRMZM2G474656	PF00628
GRMZM2G094935	PF00628
GRMZM2G314546	PF00628
GRMZM2G385338	PF00628
GRMZM2G403562	PF00628
GRMZM2G158194	PF00628
GRMZM2G466270	PF00628
GRMZM2G150786	PF00628
GRMZM2G305124	PF00628
GRMZM2G080917	PF00628
GRMZM2G038066	PF00628
GRMZM2G172001	PF00628
GRMZM2G170412	PF00628
GRMZM6G025093	PF00628
GRMZM5G893976	PF00628
GRMZM2G149587	PF00628
GRMZM2G016817	PF00628
GRMZM2G063864	PF00628
GRMZM2G181158	PF00628
GRMZM2G128176	PF00628
GRMZM2G158918	PF00628
GRMZM2G107807	PF00628
GRMZM2G008259	PF00628
GRMZM2G050495	PF00628
GRMZM2G466292	PF00628
GRMZM2G097726	PF00628
GRMZM2G068331	PF00628
GRMZM2G091265	PF00628
GRMZM2G115424	PF00628
GRMZM2G119357	PF00628
GRMZM2G071613	PF00628
AC225147.4_FGP003	PF00628
GRMZM2G153087	PF00628
GRMZM2G017142	PF00628
GRMZM2G408897	PF00628
GRMZM2G148810	PF00628
GRMZM5G871463	PF00628
GRMZM2G357660	PF00628
GRMZM2G316191	PF00628
GRMZM2G085266	PF00628
GRMZM2G168249	PF00628
GRMZM2G455243	PF00628
GRMZM2G134214	PF00628
GRMZM2G110952	PF00628
GRMZM2G434715	PF00628
GRMZM2G391413	PF00628
GRMZM5G889372	PF00628
GRMZM2G047316	PF00628
GRMZM2G412492	PF00628
GRMZM2G013936	PF00628
AC208440.3_FGP004	PF00628
GRMZM2G038050	PF00628
GRMZM2G022945	PF00628
GRMZM2G033138	PF00628
GRMZM2G472302	PF00628
GRMZM2G013794	PF00628
GRMZM2G155123	PF00628
GRMZM2G473258	PF00628
GRMZM5G843893	PF00628
GRMZM2G323000	PF00628
GRMZM5G813111	PF00628
GRMZM2G103230	PF00628
GRMZM2G073581	PF00628
GRMZM2G368206	PF00628
GRMZM2G156129	PF00628
GRMZM2G388253	PF00628
GRMZM2G362718	PF00628
GRMZM2G130956	PF00628
GRMZM2G045544	PF00628
GRMZM2G084296	PF00628
GRMZM2G443565	PF00628
GRMZM2G372928	PF00628
GRMZM2G455664	PF00628
GRMZM2G016564	PF00628
GRMZM2G178072	PF00628
AC210974.4_FGP003	PF00628
GRMZM2G381402	PF00628
GRMZM2G130016	PF00628
GRMZM2G001454	PF00628
GRMZM2G173852	PF00628
GRMZM2G139977	PF00628
GRMZM2G302170	PF00628
GRMZM2G090244	PF00628
GRMZM2G404426	PF00628
GRMZM2G087482	PF00628
GRMZM2G339151	PF00628
GRMZM2G013765	PF00628
GRMZM2G411032	PF00628
GRMZM2G149170	PF00628
GRMZM2G400444	PF00628
GRMZM2G306859	PF00628
GRMZM2G470556	PF00628
GRMZM2G035784	PF00628
AC230021.2_FGP002	PF00628
GRMZM2G409499	PF00628
GRMZM2G402538	PF00628
GRMZM2G472428	PF00628
GRMZM2G099337	PF00628
GRMZM2G377887	PF00628
GRMZM2G053860	PF00628
GRMZM2G138976	PF00628
GRMZM5G862565	PF00628
GRMZM2G171847	PF00628
GRMZM2G173770	PF00628
GRMZM2G461447	PF00628
GRMZM5G866423	PF00628
GRMZM2G069886	PF00628
GRMZM2G409224	PF00628
GRMZM2G371912	PF00628
GRMZM2G475583	PF00628
GRMZM2G088590	PF00628
GRMZM2G335438	PF00628
GRMZM2G368728	PF00628
GRMZM2G129431	PF00628
GRMZM2G414141	PF00628
GRMZM2G319022	PF00628
GRMZM2G309624	PF00628
GRMZM2G157982	PF00628
GRMZM2G107106	PF00628
GRMZM5G868981	PF00628
GRMZM2G436226	PF00628
GRMZM2G103245	PF00628
AC216827.3_FGP011	PF00628
GRMZM2G078648	PF00628
GRMZM2G140156	PF00628
GRMZM2G091233	PF00628
GRMZM2G152408	PF00628
GRMZM2G075019	PF00628
GRMZM6G475484	PF00628
GRMZM2G364873	PF00628
GRMZM2G084164	PF00628
GRMZM2G359333	PF00628
GRMZM2G330024	PF00628
GRMZM2G134770	PF00628
AC233953.1_FGP002	PF00628
GRMZM2G458307	PF00628
GRMZM2G316007	PF00628
GRMZM2G078052	PF00628
GRMZM2G067019	PF00628
GRMZM2G386584	PF00628
GRMZM2G308857	PF00628
GRMZM2G037839	PF00628
GRMZM2G042538	PF00628
GRMZM2G117612	PF00628
GRMZM2G097089	PF00628
GRMZM2G166396	PF00628
GRMZM2G057148	PF00628
GRMZM2G012216	PF00628
GRMZM2G333448	PF00628
GRMZM2G432002	PF00628
GRMZM2G011473	PF00628
GRMZM2G050216	PF00628
GRMZM2G358711	PF00628
GRMZM2G122223	PF00628
GRMZM2G000353	PF00628
GRMZM2G368765	PF00628
GRMZM2G048324	PF00628
GRMZM2G467576	PF00628
GRMZM2G168690	PF00628
GRMZM2G378836	PF00628
AC185121.3_FGP001	PF00628
GRMZM2G330684	PF00628
GRMZM2G053707	PF00628
GRMZM2G068128	PF00628
GRMZM2G355846	PF00628
GRMZM2G356895	PF00628
GRMZM2G402341	PF00628
GRMZM2G026562	PF00628
GRMZM2G037131	PF00628
GRMZM5G860214	PF00628
GRMZM2G145382	PF00628
GRMZM2G047167	PF00628
GRMZM2G160966	PF00628
GRMZM2G033855	PF00628
GRMZM2G393349	PF00628
AC212976.3_FGP003	PF00628
GRMZM2G171852	PF00628
GRMZM2G010290	PF00628
GRMZM2G123660	PF00628
GRMZM2G116475	PF00628
AC206768.3_FGP005	PF00628
GRMZM2G467756	PF00628
GRMZM2G386590	PF00628
GRMZM2G058105	PF00628
GRMZM2G114998	PF00628
GRMZM2G035704	PF00628
GRMZM2G095025	PF00628
AC233979.1_FGP011	PF00628
GRMZM2G015753	PF00628
GRMZM2G094602	PF00628
GRMZM2G336761	PF00628
GRMZM2G147714	PF00628
GRMZM2G130002	PF00628
GRMZM2G020814	PF00628
GRMZM2G534288	PF00628
GRMZM2G375153	PF00628
GRMZM2G024312	PF00628
GRMZM2G044773	PF00628
GRMZM2G301585	PF00628
GRMZM2G049070	PF00628
GRMZM2G105460	PF00628
GRMZM2G460958	PF00628
GRMZM2G035899	PF00628
GRMZM2G477205	PF00628
GRMZM2G451308	PF00628
GRMZM2G092186	PF00628
GRMZM2G053027	PF00628
GRMZM2G178038	PF00628
GRMZM2G132504	PF00628
GRMZM2G140160	PF00628
GRMZM2G131822	PF00628
GRMZM2G014571	PF00628
GRMZM2G147961	PF00628
GRMZM2G080139	PF00628
GRMZM2G397684	PF00628
GRMZM2G018070	PF00628
GRMZM2G082653	PF00628
GRMZM2G428179	PF00628
GRMZM2G423956	PF00628
GRMZM2G050774	PF00628
GRMZM2G028234	PF00628
GRMZM2G337425	PF00628
GRMZM2G090269	PF00628
GRMZM2G005840	PF00628
GRMZM2G045398	PF00628
GRMZM5G843389	PF00628
GRMZM2G153250	PF00628
GRMZM2G172065	PF00628
GRMZM2G129585	PF00628
GRMZM2G361902	PF00628
GRMZM2G069106	PF00628
GRMZM2G056786	PF00628
GRMZM2G011651	PF00628
GRMZM2G420012	PF00628
GRMZM2G390436	PF00628
GRMZM2G312244	PF00628
GRMZM2G022711	PF00628
GRMZM2G417208	PF00628
GRMZM2G132751	PF00628
GRMZM2G131982	PF00628
GRMZM2G087350	PF00628
GRMZM2G108085	PF00628
GRMZM2G085948	PF00628
GRMZM2G467187	PF00628
GRMZM2G492252	PF00628
GRMZM2G055973	PF00628
GRMZM2G110541	PF00628
GRMZM2G018631	PF00628
GRMZM2G440125	PF00628
GRMZM2G056804	PF00628
GRMZM2G426613	PF00628
GRMZM2G098442	PF00628
GRMZM2G329195	PF00628
GRMZM2G447566	PF00628
GRMZM2G157925	PF00628
GRMZM2G146847	PF00628
GRMZM2G021796	PF00628
GRMZM2G321041	PF00628
GRMZM2G324111	PF00628
GRMZM2G053627	PF00628
GRMZM2G312078	PF00628
GRMZM2G083382	PF00628
GRMZM2G040236	PF00628
GRMZM2G362021	PF00628
GRMZM2G324375	PF00628
GRMZM2G482046	PF00628
AC214771.3_FGP002	PF00628
GRMZM2G081285	PF00628
GRMZM2G041899	PF00628
GRMZM2G099238	PF00628
GRMZM5G832300	PF00628
GRMZM2G402262	PF00628
GRMZM2G416750	PF00628
GRMZM2G148706	PF00628
GRMZM2G400784	PF00628
GRMZM2G341159	PF00628
GRMZM2G393471	PF00628
GRMZM2G057789	PF00628
GRMZM2G141084	PF00628
GRMZM2G038335	PF00628
GRMZM2G150832	PF00628
GRMZM2G124701	PF00628
GRMZM2G319056	PF00628
GRMZM2G167387	PF16660
GRMZM2G179351	PF02604
GRMZM2G368206	PF13831
GRMZM2G170412	PF13831
GRMZM6G025093	PF13831
GRMZM2G372928	PF13831
GRMZM2G013794	PF13831
GRMZM2G085266	PF13831
GRMZM2G158194	PF13831
GRMZM2G409224	PF13831
GRMZM2G475583	PF13831
GRMZM2G330024	PF13831
GRMZM2G130956	PF13831
GRMZM2G472302	PF13831
GRMZM2G309624	PF13831
GRMZM2G323000	PF13831
GRMZM2G412492	PF13831
GRMZM2G443565	PF13831
GRMZM2G150786	PF13831
GRMZM2G302170	PF13831
GRMZM5G843893	PF13831
GRMZM2G434715	PF13831
GRMZM2G149170	PF13831
GRMZM2G084164	PF13831
GRMZM2G156129	PF13831
GRMZM2G013765	PF13831
GRMZM2G359333	PF13831
GRMZM2G090244	PF13831
GRMZM2G045544	PF13831
AC210974.4_FGP003	PF13831
GRMZM2G411032	PF13831
GRMZM2G128176	PF13831
GRMZM2G087482	PF13831
GRMZM2G091265	PF13831
GRMZM5G889372	PF13831
GRMZM2G097726	PF13831
GRMZM2G357660	PF13831
GRMZM2G134214	PF13831
GRMZM2G035784	PF13831
GRMZM2G316007	PF13831
AC208440.3_FGP004	PF13831
GRMZM2G071613	PF13831
GRMZM2G059266	PF13831
GRMZM5G871463	PF13831
GRMZM2G039895	PF13831
GRMZM2G119357	PF13831
GRMZM2G173852	PF13831
AC216827.3_FGP011	PF13831
GRMZM2G408897	PF13831
GRMZM2G333448	PF13831
GRMZM2G022945	PF13831
GRMZM2G414141	PF13831
GRMZM2G316007	PF16866
GRMZM2G034313	PF16866
GRMZM2G000980	PF16866
GRMZM2G365888	PF16866
GRMZM2G349274	PF16866
GRMZM2G404426	PF16866
GRMZM5G867918	PF16866
GRMZM2G119357	PF16866
GRMZM2G359333	PF16866
GRMZM2G021687	PF16866
GRMZM2G097726	PF16866
GRMZM2G073581	PF16866
AC186529.4_FGP014	PF16866
GRMZM2G098355	PF16866
GRMZM2G388253	PF16866
GRMZM2G038050	PF16866
GRMZM2G377887	PF16866
GRMZM2G045544	PF16866
GRMZM2G084296	PF16866
GRMZM2G088590	PF16866
AC216827.3_FGP011	PF16866
GRMZM2G156088	PF16866
GRMZM2G171847	PF16866
GRMZM2G148810	PF16866
GRMZM2G017142	PF16866
GRMZM2G430947	PF12910
GRMZM2G500610	PF12910
GRMZM2G168476	PF07227
GRMZM2G162786	PF07227
GRMZM2G165426	PF07227
GRMZM2G152663	PF07227
GRMZM2G472171	PF07227
GRMZM2G425774	PF07227
GRMZM2G166162	PF07227
GRMZM2G180876	PF07227
GRMZM2G130724	PF07227
GRMZM2G021471	PF07227
GRMZM2G106766	PF07227
GRMZM2G046861	PF07227
GRMZM5G866423	PF07227
GRMZM2G138976	PF07227
GRMZM2G140156	PF07227
GRMZM2G000932	PF02332
GRMZM2G047384	PF08015
GRMZM2G110067	PF08015
GRMZM2G082490	PF08015
GRMZM2G340807	PF08015
GRMZM2G101463	PF18552
GRMZM2G135782	PF18552
GRMZM2G145158	PF18552
GRMZM2G101463	PF18554
AC204605.3_FGP008	PF18554
GRMZM2G703656	PF18554
GRMZM2G107309	PF18554
GRMZM2G362813	PF18554
GRMZM2G387976	PF18554
GRMZM5G857132	PF18554
GRMZM2G101463	PF18553
GRMZM2G048255	PF18553
GRMZM2G416667	PF18553
GRMZM2G700926	PF18262
AC226320.1_FGP002	PF18262
GRMZM2G102829	PF18262
GRMZM2G360389	PF18262
GRMZM2G166897	PF02912
GRMZM2G168335	PF02912
GRMZM2G047018	PF03660
GRMZM2G142565	PF03660
GRMZM2G045544	PF03660
GRMZM2G105542	PF09524
GRMZM2G088469	PF06720
AC202405.3_FGP003	PF17427
GRMZM2G009464	PF12699
GRMZM2G031954	PF12699
AC194341.4_FGP001	PF12699
GRMZM2G081541	PF12699
GRMZM2G149422	PF04674
GRMZM2G380432	PF04674
GRMZM2G090226	PF04674
GRMZM2G008353	PF04674
GRMZM2G081214	PF04674
AC220927.3_FGP007	PF04674
GRMZM2G448883	PF04674
GRMZM2G008196	PF04674
GRMZM2G019356	PF04674
GRMZM2G439951	PF04674
GRMZM2G119766	PF04674
GRMZM2G107142	PF04674
GRMZM2G146994	PF04674
GRMZM2G350312	PF07246
GRMZM2G474462	PF07246
GRMZM2G140355	PF07246
GRMZM2G521901	PF07246
GRMZM2G171912	PF07246
GRMZM2G078839	PF07246
GRMZM2G425920	PF07246
GRMZM2G137046	PF07246
GRMZM2G021194	PF14703
GRMZM2G456000	PF14703
GRMZM2G128641	PF14703
GRMZM2G181206	PF14703
GRMZM2G162253	PF14703
GRMZM2G409093	PF14703
GRMZM2G163334	PF14703
GRMZM2G039186	PF14703
GRMZM2G163059	PF14703
GRMZM2G164470	PF14703
GRMZM2G402708	PF14703
GRMZM2G033385	PF14703
GRMZM2G059891	PF14703
GRMZM2G589349	PF14703
GRMZM2G023591	PF14703
GRMZM2G103430	PF14703
GRMZM2G026614	PF14703
GRMZM2G154229	PF14703
GRMZM2G143870	PF14703
GRMZM2G064612	PF14703
GRMZM5G872217	PF14703
GRMZM2G090271	PF14703
GRMZM2G004455	PF14703
GRMZM2G571942	PF14703
GRMZM2G042343	PF14703
GRMZM2G002874	PF14703
GRMZM2G145886	PF14703
GRMZM2G701571	PF14703
GRMZM2G142557	PF14703
GRMZM2G104481	PF14703
GRMZM2G142544	PF14703
GRMZM2G331811	PF14703
GRMZM2G436092	PF14703
GRMZM2G064518	PF14703
GRMZM2G165137	PF14703
GRMZM5G835213	PF14703
GRMZM2G121269	PF14703
GRMZM2G467907	PF14703
GRMZM2G166355	PF14703
AC198361.3_FGP004	PF14703
GRMZM2G168163	PF14703
GRMZM2G058098	PF14703
GRMZM2G169615	PF14703
GRMZM2G177001	PF14703
GRMZM2G102639	PF14703
GRMZM2G085113	PF14703
GRMZM2G174202	PF14703
GRMZM2G019919	PF14703
GRMZM5G814159	PF14703
GRMZM2G167505	PF14703
GRMZM2G073720	PF14703
GRMZM2G005459	PF14703
GRMZM2G029058	PF14703
GRMZM2G420713	PF14703
GRMZM2G075942	PF14703
GRMZM2G146331	PF08274
GRMZM2G125775	PF08274
GRMZM5G861168	PF08274
GRMZM2G087137	PF08274
GRMZM2G116058	PF08274
GRMZM2G160211	PF08274
GRMZM2G377694	PF08274
AC235541.1_FGP002	PF08274
GRMZM2G159720	PF08274
GRMZM2G364127	PF08274
GRMZM2G134770	PF08274
AC203670.3_FGP003	PF05861
AC206185.3_FGP009	PF05861
GRMZM5G873594	PF06007
GRMZM2G092780	PF01384
GRMZM2G009800	PF01384
GRMZM2G135839	PF01384
GRMZM2G041595	PF01384
GRMZM2G159660	PF09423
GRMZM2G109071	PF09423
GRMZM2G141584	PF09423
GRMZM2G152447	PF09423
GRMZM2G152477	PF09423
GRMZM2G157027	PF09423
GRMZM5G868679	PF09423
GRMZM2G109405	PF09423
AC202435.3_FGP003	PF09423
GRMZM2G404769	PF09423
GRMZM2G315848	PF09423
GRMZM2G014193	PF16655
GRMZM2G134054	PF16655
GRMZM2G398755	PF02562
GRMZM2G587327	PF02562
GRMZM2G453111	PF02562
GRMZM2G115633	PF02562
GRMZM2G103186	PF02562
GRMZM2G103740	PF02562
GRMZM2G063060	PF02562
GRMZM2G076730	PF02562
GRMZM2G036765	PF02562
AC233949.1_FGP004	PF02562
GRMZM2G082131	PF02562
GRMZM2G137528	PF02562
GRMZM2G107362	PF02562
GRMZM2G032505	PF02562
GRMZM2G173849	PF02562
GRMZM2G027282	PF02562
GRMZM2G393014	PF02562
GRMZM2G327037	PF02562
GRMZM2G018046	PF02562
GRMZM2G138230	PF02562
GRMZM2G315264	PF02562
GRMZM2G065480	PF02562
GRMZM2G149567	PF02562
GRMZM2G415751	PF02562
GRMZM2G126887	PF02562
GRMZM2G162968	PF02562
GRMZM2G026991	PF02562
GRMZM2G172230	PF02562
GRMZM5G844225	PF02562
GRMZM2G017305	PF02562
GRMZM2G042074	PF02562
GRMZM2G013283	PF02562
GRMZM2G331833	PF02562
GRMZM2G100732	PF02562
GRMZM2G104559	PF02562
GRMZM2G473704	PF02562
AC217358.3_FGP002	PF02562
AC210013.4_FGP005	PF02562
GRMZM2G023636	PF02562
GRMZM2G116878	PF02562
GRMZM2G040079	PF02562
GRMZM2G524852	PF02562
GRMZM2G054715	PF02562
GRMZM2G328707	PF02562
GRMZM2G180223	PF02562
GRMZM2G146486	PF02562
GRMZM2G435582	PF02562
GRMZM2G468132	PF02562
GRMZM2G022777	PF02562
GRMZM2G158136	PF02562
GRMZM2G115766	PF02562
GRMZM2G170037	PF02562
GRMZM2G052403	PF02562
GRMZM2G024293	PF02562
GRMZM2G095593	PF02562
GRMZM5G861603	PF02562
GRMZM2G012453	PF02562
GRMZM2G070305	PF02562
GRMZM2G075584	PF02562
GRMZM2G029258	PF02562
GRMZM2G171604	PF02562
GRMZM2G165817	PF02562
GRMZM2G049188	PF02562
GRMZM2G126453	PF02562
GRMZM2G090904	PF02562
GRMZM2G088834	PF02562
GRMZM2G074037	PF02562
GRMZM2G177070	PF02562
GRMZM2G126860	PF02562
GRMZM2G373175	PF02562
GRMZM2G327406	PF02562
GRMZM2G300375	PF02562
GRMZM2G357923	PF02562
GRMZM2G109121	PF02562
GRMZM2G157621	PF02562
GRMZM2G006178	PF02562
GRMZM2G134749	PF02562
GRMZM2G104373	PF02562
GRMZM2G127080	PF02562
GRMZM2G019621	PF02562
GRMZM2G061234	PF02562
GRMZM2G025429	PF02562
GRMZM2G097258	PF02562
GRMZM2G324462	PF16212
GRMZM2G135236	PF16212
GRMZM2G055209	PF16212
GRMZM2G027860	PF16212
GRMZM2G020553	PF16212
GRMZM2G127396	PF16212
GRMZM2G407825	PF16212
GRMZM5G840699	PF16212
GRMZM2G398288	PF16212
GRMZM2G037335	PF16212
GRMZM2G479163	PF16212
GRMZM2G702080	PF16212
GRMZM2G100380	PF16212
GRMZM2G347447	PF16209
GRMZM5G865576	PF16209
GRMZM2G411940	PF16209
GRMZM2G326677	PF16209
GRMZM2G398288	PF16209
GRMZM2G027860	PF16209
GRMZM2G324462	PF16209
GRMZM2G107481	PF16209
GRMZM2G055209	PF16209
GRMZM2G135236	PF16209
GRMZM5G840699	PF16209
GRMZM2G407825	PF16209
GRMZM2G371745	PF16209
GRMZM2G055768	PF16209
GRMZM5G802704	PF16209
GRMZM2G144334	PF16209
GRMZM2G017080	PF10142
GRMZM2G057674	PF10142
GRMZM2G092895	PF10142
GRMZM2G080843	PF08918
GRMZM2G156238	PF11808
GRMZM2G178616	PF02114
GRMZM2G120271	PF02114
GRMZM2G144635	PF02114
GRMZM2G424053	PF02114
GRMZM5G866271	PF02114
GRMZM2G135089	PF02114
GRMZM2G166612	PF02114
GRMZM2G112659	PF02114
GRMZM2G023387	PF02114
GRMZM2G024073	PF02114
GRMZM2G155073	PF02114
GRMZM2G045645	PF02114
AC198940.4_FGP011	PF15698
GRMZM2G320325	PF15698
GRMZM5G891834	PF10143
GRMZM2G054250	PF10143
AC209939.4_FGP005	PF10143
AC208915.3_FGP010	PF10143
GRMZM2G104549	PF10143
AC207722.2_FGP009	PF10143
GRMZM2G143165	PF01663
GRMZM2G443202	PF01663
GRMZM2G310897	PF01663
GRMZM2G124377	PF01663
GRMZM5G891834	PF01663
GRMZM2G139041	PF04185
GRMZM2G479112	PF04185
GRMZM2G422670	PF04185
GRMZM2G081719	PF04185
GRMZM2G116876	PF04185
GRMZM2G342010	PF04185
AC195165.2_FGP001	PF04185
GRMZM2G700598	PF04185
GRMZM2G700594	PF04185
GRMZM2G570732	PF04272
GRMZM2G576932	PF04272
GRMZM2G355523	PF04272
GRMZM2G072578	PF00068
GRMZM2G033820	PF00068
GRMZM2G045294	PF00068
GRMZM6G781015	PF00068
GRMZM2G105362	PF00068
GRMZM2G166971	PF00068
GRMZM2G045294	PF05826
GRMZM2G445139	PF09056
GRMZM2G101754	PF12974
GRMZM2G085577	PF00343
GRMZM2G074158	PF00343
GRMZM2G040389	PF10195
GRMZM2G107851	PF13916
GRMZM2G134183	PF13916
GRMZM2G401934	PF08543
GRMZM2G088664	PF08543
GRMZM2G069758	PF08543
GRMZM2G094558	PF08543
GRMZM5G840928	PF08543
GRMZM2G178346	PF08543
GRMZM2G169320	PF08543
GRMZM2G135132	PF08543
GRMZM5G844143	PF00124
GRMZM2G427369	PF00124
GRMZM2G455413	PF00124
GRMZM2G086723	PF00124
GRMZM2G411457	PF00124
GRMZM2G004224	PF00124
GRMZM2G152576	PF00124
GRMZM2G030616	PF00124
AC225555.3_FGP004	PF01895
GRMZM2G019991	PF01895
GRMZM2G044681	PF01895
GRMZM2G028136	PF02811
AC198481.3_FGP004	PF02811
GRMZM2G417945	PF13263
GRMZM2G073743	PF11131
GRMZM2G018223	PF14727
AC205905.3_FGP003	PF14727
GRMZM2G096972	PF14727
GRMZM2G107815	PF16645
GRMZM5G851925	PF12129
GRMZM2G129889	PF00360
GRMZM2G057935	PF00360
GRMZM2G124532	PF00360
GRMZM2G092174	PF00360
GRMZM2G181028	PF00360
GRMZM2G157727	PF00360
GRMZM2G345509	PF00360
GRMZM2G027493	PF00360
GRMZM5G802784	PF02972
GRMZM2G086003	PF05721
GRMZM2G364369	PF05721
GRMZM2G443111	PF05721
GRMZM5G856720	PF05721
GRMZM2G122404	PF05721
