genes	domain
GRMZM2G126199	PF00106
GRMZM2G126199	PF00106
GRMZM2G126199	PF00106
GRMZM2G126199	PF00106
GRMZM2G126204	PF07891
GRMZM2G126207	
GRMZM2G126207	
GRMZM2G126214	
GRMZM2G126216	
GRMZM2G126216	"PF04578,PF13968"
GRMZM2G126218	PF12766
GRMZM2G126218	PF01243
GRMZM2G126220	
GRMZM2G126235	PF00520
GRMZM2G126237	
GRMZM2G126239	"PF02183,PF00046"
GRMZM2G126239	
GRMZM2G126245	
GRMZM2G126251	
GRMZM2G126253	PF00888
GRMZM2G126260	
GRMZM2G126260	PF03547
GRMZM2G126261	PF00141
GRMZM2G126261	PF00141
GRMZM2G126261	PF00141
GRMZM2G126261	PF00141
GRMZM2G126264	
GRMZM2G126266	
GRMZM2G126266	
GRMZM2G126270	
GRMZM2G126285	PF13602
GRMZM2G126285	"PF08240,PF13602"
GRMZM2G126288	
GRMZM2G126290	PF10250
GRMZM2G126290	
GRMZM2G126292	"PF08542,PF00004"
GRMZM2G126302	
GRMZM2G126302	
GRMZM2G126309	PF12776
GRMZM2G126325	
GRMZM2G126338	PF04146
GRMZM2G126338	PF04146
GRMZM2G126349	
GRMZM2G126361	"PF07728,PF01434"
GRMZM2G126361	"PF07728,PF01434"
GRMZM2G126361	PF00004
GRMZM2G126367	PF12697
GRMZM2G126370	
GRMZM2G126371	PF12697
GRMZM2G126386	PF01789
GRMZM2G126397	PF00234
GRMZM2G126402	
GRMZM2G126404	
GRMZM2G126408	PF02630
GRMZM2G126412	
GRMZM2G126413	PF05678
GRMZM2G126430	PF08328
GRMZM2G126430	PF08328
GRMZM2G126433	
GRMZM2G126435	"PF13414,PF00149"
GRMZM2G126435	"PF13371,PF00149"
GRMZM2G126443	PF00400
GRMZM2G126446	PF04190
GRMZM2G126447	"PF01753,PF00443"
GRMZM2G126447	"PF01753,PF00443"
GRMZM2G126451	
GRMZM2G126453	PF05496
GRMZM2G126453	PF05496
GRMZM2G126460	
GRMZM2G126463	
GRMZM2G126468	"PF16923,PF03200"
GRMZM2G126468	
GRMZM2G126471	
GRMZM2G126471	
GRMZM2G126481	
GRMZM2G126484	"PF10539,PF01344"
GRMZM2G126484	"PF10539,PF01344"
GRMZM2G126496	PF00106
GRMZM2G126496	PF00106
GRMZM2G126502	
GRMZM2G126505	PF00067
GRMZM2G126505	PF00067
GRMZM2G126507	"PF09425,PF06200"
GRMZM2G126507	"PF09425,PF06200"
GRMZM2G126511	
GRMZM2G126517	PF04227
GRMZM2G126517	PF04227
GRMZM2G126517	
GRMZM2G126521	
GRMZM2G126541	PF00450
GRMZM2G126545	PF01429
GRMZM2G126545	PF01429
GRMZM2G126545	PF01429
GRMZM2G126545	
GRMZM2G126545	PF01429
GRMZM2G126545	
GRMZM2G126552	PF00400
GRMZM2G126555	"PF07690,PF00083"
GRMZM2G126555	PF00083
GRMZM2G126566	PF00249
GRMZM2G126566	PF00249
GRMZM2G126566	PF00249
GRMZM2G126566	
GRMZM2G126572	PF05340
GRMZM2G126574	
GRMZM2G126580	PF00861
GRMZM2G126580	PF00861
GRMZM2G126582	PF00230
GRMZM2G126586	PF04535
GRMZM2G126586	PF04535
GRMZM2G126594	PF00237
GRMZM2G126594	PF00237
GRMZM2G126594	PF00237
GRMZM2G126594	PF00237
GRMZM2G126601	PF01699
GRMZM2G126603	PF00468
GRMZM2G126632	
GRMZM2G126633	
GRMZM2G126635	PF04842
GRMZM2G126638	
GRMZM2G126642	
GRMZM2G126646	"PF00046,PF01852"
GRMZM2G126656	"PF00564,PF00571"
GRMZM2G126656	"PF00564,PF00571"
GRMZM2G126656	PF00571
GRMZM2G126664	"PF13041,PF01535"
GRMZM2G126665	
GRMZM2G126665	
GRMZM2G126671	
GRMZM2G126679	
GRMZM2G126679	
GRMZM2G126679	
GRMZM2G126679	
GRMZM2G126679	
GRMZM2G126679	
GRMZM2G126682	"PF08498,PF08241"
GRMZM2G126691	PF01805
GRMZM2G126691	PF09750
GRMZM2G126696	PF14144
GRMZM2G126700	
GRMZM2G126706	PF01248
GRMZM2G126706	PF01248
GRMZM2G126706	
GRMZM2G126714	
GRMZM2G126718	
GRMZM2G126732	"PF14226,PF03171"
GRMZM2G126732	"PF14226,PF03171"
GRMZM2G126732	
GRMZM2G126734	
GRMZM2G126740	
GRMZM2G126742	"PF13906,PF00324"
GRMZM2G126745	
GRMZM2G126749	PF07887
GRMZM2G126754	
GRMZM2G126763	"PF13417,PF00043"
GRMZM2G126763	PF00043
GRMZM2G126765	PF13350
GRMZM2G126765	PF03162
GRMZM2G126770	
GRMZM2G126772	PF03492
GRMZM2G126774	"PF00271,PF00176"
GRMZM2G126774	"PF00271,PF00176"
GRMZM2G126774	"PF00271,PF00176"
GRMZM2G126774	"PF00271,PF00176"
GRMZM2G126781	PF00043
GRMZM2G126781	"PF13417,PF00043"
GRMZM2G126783	
GRMZM2G126795	"PF00097,PF00400"
GRMZM2G126795	PF00097
GRMZM2G126800	
GRMZM2G126802	PF00612
GRMZM2G126808	
GRMZM2G126808	"PF02183,PF00046"
GRMZM2G126808	"PF02183,PF00046"
GRMZM2G126808	"PF02183,PF00046"
GRMZM2G126810	
GRMZM2G126812	
GRMZM2G126816	
GRMZM2G126817	PF02365
GRMZM2G126821	PF00318
GRMZM2G126821	
GRMZM2G126824	
GRMZM2G126827	PF03110
GRMZM2G126832	PF00481
GRMZM2G126832	PF00481
GRMZM2G126832	PF00481
GRMZM2G126832	
GRMZM2G126834	"PF00249,PF00072"
GRMZM2G126834	"PF00249,PF00072"
GRMZM2G126839	"PF14259,PF00076"
GRMZM2G126839	
GRMZM2G126852	
GRMZM2G126852	PF00071
GRMZM2G126853	
GRMZM2G126853	
GRMZM2G126853	
GRMZM2G126853	
GRMZM2G126856	PF13302
GRMZM2G126858	"PF07714,PF11721"
GRMZM2G126858	"PF11721,PF07714"
GRMZM2G126860	"PF05496,PF04212,PF09336"
GRMZM2G126865	PF02990
GRMZM2G126871	PF02777
GRMZM2G126873	PF04840
GRMZM2G126878	
GRMZM2G126880	
GRMZM2G126885	
GRMZM2G126887	PF02374
GRMZM2G126900	PF05153
GRMZM2G126900	PF05153
GRMZM2G126900	PF05153
GRMZM2G126900	
GRMZM2G126900	
GRMZM2G126904	
GRMZM2G126913	"PF04561,PF03999,PF00883"
GRMZM2G126913	"PF04561,PF03999,PF00883"
GRMZM2G126917	
GRMZM2G126917	
GRMZM2G126920	
GRMZM2G126920	
GRMZM2G126922	PF12352
GRMZM2G126925	
GRMZM2G126928	PF01775
GRMZM2G126936	PF02365
GRMZM2G126946	"PF00168,PF01412"
GRMZM2G126946	PF01412
GRMZM2G126946	PF00168
GRMZM2G126946	"PF00168,PF01412"
GRMZM2G126946	PF01412
GRMZM2G126946	PF01412
GRMZM2G126946	
GRMZM2G126956	
GRMZM2G126957	"PF02045,PF01406"
GRMZM2G126957	"PF02045,PF01406"
GRMZM2G126972	PF00011
GRMZM2G126972	PF00011
GRMZM2G126975	
GRMZM2G126977	
GRMZM2G126986	
GRMZM2G126988	"PF00534,PF08323"
GRMZM2G126990	
GRMZM2G126990	
GRMZM2G127012	
GRMZM2G127015	PF13041
GRMZM2G127029	"PF01357,PF03330"
GRMZM2G127031	PF07714
GRMZM2G127034	PF02178
GRMZM2G127034	
GRMZM2G127035	
GRMZM2G127040	
GRMZM2G127046	
GRMZM2G127050	"PF13414,PF07714"
GRMZM2G127050	PF07714
GRMZM2G127064	PF03106
GRMZM2G127067	PF04116
GRMZM2G127072	PF03330
GRMZM2G127072	PF03330
GRMZM2G127072	PF03330
GRMZM2G127072	"PF03330,PF01357"
GRMZM2G127072	PF01357
GRMZM2G127080	PF06813
GRMZM2G127080	PF06813
GRMZM2G127087	"PF01397,PF03936"
GRMZM2G127087	"PF01397,PF03936"
GRMZM2G127087	"PF01397,PF03936"
GRMZM2G127101	"PF00627,PF00240"
GRMZM2G127104	
GRMZM2G127106	
GRMZM2G127106	"PF03330,PF01357"
GRMZM2G127106	"PF03330,PF01357"
GRMZM2G127115	PF00626
GRMZM2G127115	PF00626
GRMZM2G127117	
GRMZM2G127117	PF00332
GRMZM2G127121	PF01161
GRMZM2G127123	"PF02449,PF02140"
GRMZM2G127123	PF01301
GRMZM2G127123	"PF02140,PF01301"
GRMZM2G127134	PF00854
GRMZM2G127134	PF00854
GRMZM2G127138	PF00324
GRMZM2G127139	"PF00498,PF01494"
GRMZM2G127139	"PF00498,PF01494"
GRMZM2G127141	PF00069
GRMZM2G127141	PF00069
GRMZM2G127143	PF04398
GRMZM2G127147	PF05691
GRMZM2G127147	PF05691
GRMZM2G127147	PF05691
GRMZM2G127150	PF13520
GRMZM2G127150	PF13520
GRMZM2G127154	
GRMZM2G127154	PF09187
GRMZM2G127160	PF04864
GRMZM2G127160	PF04864
GRMZM2G127162	PF03087
GRMZM2G127168	"PF14392,PF00098"
GRMZM2G127168	"PF14392,PF00098"
GRMZM2G127173	PF00153
GRMZM2G127180	
GRMZM2G127181	
GRMZM2G127184	PF03254
GRMZM2G127213	
GRMZM2G127224	PF14303
GRMZM2G127224	
GRMZM2G127230	"PF01656,PF02881,PF02978"
GRMZM2G127230	"PF01656,PF02881,PF02978"
GRMZM2G127232	"PF14226,PF03171"
GRMZM2G127236	PF03330
GRMZM2G127251	PF02458
GRMZM2G127266	PF13639
GRMZM2G127270	
GRMZM2G127271	
GRMZM2G127281	
GRMZM2G127283	
GRMZM2G127294	PF01490
GRMZM2G127296	
GRMZM2G127297	"PF03127,PF00790"
GRMZM2G127297	PF00790
GRMZM2G127299	"PF17035,PF00439"
GRMZM2G127308	PF04864
GRMZM2G127308	PF04864
GRMZM2G127308	PF04864
GRMZM2G127309	PF07983
GRMZM2G127309	PF07983
GRMZM2G127309	PF07983
GRMZM2G127312	PF04939
GRMZM2G127312	
GRMZM2G127328	PF01490
GRMZM2G127329	
GRMZM2G127336	"PF01397,PF03936"
GRMZM2G127338	PF01490
GRMZM2G127338	PF01490
GRMZM2G127340	"PF14392,PF00098"
GRMZM2G127340	"PF14392,PF00098"
GRMZM2G127340	"PF14392,PF00098"
GRMZM2G127340	"PF14392,PF00098"
GRMZM2G127342	PF03222
GRMZM2G127350	PF00202
GRMZM2G127356	PF04434
GRMZM2G127360	PF13041
GRMZM2G127361	"PF08240,PF13602"
GRMZM2G127361	PF13602
GRMZM2G127374	"PF00782,PF16561"
GRMZM2G127374	
GRMZM2G127379	PF02365
GRMZM2G127379	
GRMZM2G127382	PF00318
GRMZM2G127386	
GRMZM2G127386	
GRMZM2G127393	"PF05698,PF05697"
GRMZM2G127393	PF05697
GRMZM2G127396	PF16212
GRMZM2G127397	
GRMZM2G127401	
GRMZM2G127404	
GRMZM2G127406	
GRMZM2G127412	PF05623
GRMZM2G127416	PF03016
GRMZM2G127418	"PF08100,PF00891"
GRMZM2G127421	PF12695
GRMZM2G127426	PF06203
GRMZM2G127429	PF00330
GRMZM2G127431	PF04844
GRMZM2G127437	
GRMZM2G127444	PF07797
GRMZM2G127453	
GRMZM2G127453	
GRMZM2G127453	
GRMZM2G127455	
GRMZM2G127455	
GRMZM2G127455	
GRMZM2G127457	
GRMZM2G127478	
GRMZM2G127490	PF00249
GRMZM2G127490	PF00249
GRMZM2G127499	
GRMZM2G127510	PF00076
GRMZM2G127510	PF00076
GRMZM2G127510	PF00076
GRMZM2G127520	
GRMZM2G127521	PF00237
GRMZM2G127521	PF00237
GRMZM2G127524	PF04564
GRMZM2G127537	"PF04618,PF02183,PF00046"
GRMZM2G127543	
GRMZM2G127546	"PF02780,PF02779"
GRMZM2G127546	"PF02780,PF02779"
GRMZM2G127548	PF03909
GRMZM2G127553	
GRMZM2G127559	PF00076
GRMZM2G127566	
GRMZM2G127581	"PF01302,PF14560"
GRMZM2G127581	"PF01302,PF14560"
GRMZM2G127591	PF08449
GRMZM2G127591	PF03151
GRMZM2G127591	PF08449
GRMZM2G127598	PF00300
GRMZM2G127602	
GRMZM2G127609	PF00166
GRMZM2G127609	PF00166
GRMZM2G127609	PF00166
GRMZM2G127609	PF00166
GRMZM2G127609	PF00166
GRMZM2G127609	PF00166
GRMZM2G127609	PF00166
GRMZM2G127609	PF00166
GRMZM2G127619	
GRMZM2G127622	
GRMZM2G127632	"PF07714,PF14381"
GRMZM2G127635	
GRMZM2G127648	PF00025
GRMZM2G127650	"PF00954,PF08276,PF01453,PF00069"
GRMZM2G127652	PF00226
GRMZM2G127656	PF10497
GRMZM2G127656	PF10497
GRMZM2G127656	PF10497
GRMZM2G127656	PF10497
GRMZM2G127656	PF10497
GRMZM2G127661	
GRMZM2G127661	
GRMZM2G127661	
GRMZM2G127665	PF05383
GRMZM2G127668	"PF03171,PF14226"
GRMZM2G127668	PF14226
GRMZM2G127680	PF04844
GRMZM2G127683	
GRMZM2G127683	
GRMZM2G127683	
GRMZM2G127683	
GRMZM2G127687	"PF08263,PF13855,PF07714"
GRMZM2G127687	PF13855
GRMZM2G127690	PF04564
GRMZM2G127695	
GRMZM2G127695	
GRMZM2G127704	
GRMZM2G127714	PF13088
GRMZM2G127714	PF13088
GRMZM2G127717	PF00365
GRMZM2G127717	PF00365
GRMZM2G127717	
GRMZM2G127720	
GRMZM2G127729	PF00076
GRMZM2G127729	PF00076
GRMZM2G127729	
GRMZM2G127729	
GRMZM2G127739	PF00503
GRMZM2G127739	
GRMZM2G127739	PF00503
GRMZM2G127754	
GRMZM2G127756	"PF04437,PF04100"
GRMZM2G127756	PF04100
GRMZM2G127756	
GRMZM2G127757	
GRMZM2G127774	
GRMZM2G127776	
GRMZM2G127780	PF04146
GRMZM2G127780	PF04146
GRMZM2G127789	"PF00043,PF13417"
GRMZM2G127798	"PF03446,PF00393"
GRMZM2G127798	"PF03446,PF00393"
GRMZM2G127798	"PF03446,PF00393"
GRMZM2G127805	PF09405
GRMZM2G127810	PF05057
GRMZM2G127810	PF05057
GRMZM2G127812	PF01965
GRMZM2G127812	PF01965
GRMZM2G127812	PF01965
GRMZM2G127812	PF01965
GRMZM2G127812	PF01965
GRMZM2G127821	PF04520
GRMZM2G127824	
GRMZM2G127826	PF02537
GRMZM2G127841	
GRMZM2G127844	PF01981
GRMZM2G127844	PF01981
GRMZM2G127844	PF01981
GRMZM2G127846	PF00929
GRMZM2G127850	PF00400
GRMZM2G127853	PF07983
GRMZM2G127857	PF00249
GRMZM2G127883	
GRMZM2G127883	
GRMZM2G127883	
GRMZM2G127893	PF04420
GRMZM2G127893	
GRMZM2G127893	
GRMZM2G127893	
GRMZM2G127893	
GRMZM2G127909	
GRMZM2G127911	PF02441
GRMZM2G127911	PF02441
GRMZM2G127911	
GRMZM2G127911	PF02441
GRMZM2G127911	PF02441
GRMZM2G127911	PF02441
GRMZM2G127911	PF02441
GRMZM2G127911	PF02441
GRMZM2G127914	
GRMZM2G127924	PF03000
GRMZM2G127941	PF00246
GRMZM2G127945	PF00141
GRMZM2G127948	PF13578
GRMZM2G127948	PF01596
GRMZM2G127948	PF01596
GRMZM2G127948	PF01596
GRMZM2G127948	
GRMZM2G127949	PF01490
GRMZM2G127949	
GRMZM2G127949	PF01490
GRMZM2G127949	PF01490
GRMZM2G127949	PF01490
GRMZM2G127949	PF01490
GRMZM2G127949	PF01490
GRMZM2G127949	
GRMZM2G127958	PF00355
GRMZM2G127963	PF13041
GRMZM2G127972	PF00175
GRMZM2G127982	
GRMZM2G127984	PF07714
GRMZM2G127984	PF07714
GRMZM2G127990	"PF08263,PF00069,PF13855"
GRMZM2G127999	
GRMZM2G128012	
GRMZM2G128014	
GRMZM2G128016	PF00153
GRMZM2G128016	PF00153
GRMZM2G128023	
GRMZM2G128025	PF00026
GRMZM2G128025	PF00026
GRMZM2G128029	PF04535
GRMZM2G128050	
GRMZM2G128056	PF00450
GRMZM2G128056	PF00450
GRMZM2G128057	
GRMZM2G128072	PF11210
GRMZM2G128072	PF11210
GRMZM2G128074	PF01293
GRMZM2G128078	PF09335
GRMZM2G128078	PF09335
GRMZM2G128080	PF01997
GRMZM2G128080	PF01997
GRMZM2G128080	PF01997
GRMZM2G128092	"PF08625,PF00400"
GRMZM2G128092	"PF00400,PF08625"
GRMZM2G128095	
GRMZM2G128098	
GRMZM2G128101	
GRMZM2G128109	"PF05050,PF08241"
GRMZM2G128109	"PF05050,PF08241"
GRMZM2G128109	
GRMZM2G128114	PF00171
GRMZM2G128114	PF00171
GRMZM2G128114	PF00171
GRMZM2G128114	
GRMZM2G128121	PF02780
GRMZM2G128131	PF13414
GRMZM2G128131	
GRMZM2G128131	PF13414
GRMZM2G128131	PF13414
GRMZM2G128146	PF13561
GRMZM2G128156	
GRMZM2G128160	
GRMZM2G128171	PF13098
GRMZM2G128171	"PF13098,PF07749"
GRMZM2G128171	"PF13098,PF07749"
GRMZM2G128171	PF13098
GRMZM2G128174	
GRMZM2G128176	"PF00628,PF02791"
GRMZM2G128176	"PF00628,PF02791"
GRMZM2G128176	"PF00628,PF02791"
GRMZM2G128176	PF02791
GRMZM2G128179	PF03141
GRMZM2G128189	PF01253
GRMZM2G128201	
GRMZM2G128206	PF00412
GRMZM2G128206	PF00412
GRMZM2G128206	PF00412
GRMZM2G128206	PF00412
GRMZM2G128206	PF00412
GRMZM2G128212	
GRMZM2G128214	"PF00781,PF00609"
GRMZM2G128214	"PF00781,PF00609"
GRMZM2G128214	"PF00781,PF00609"
GRMZM2G128215	PF00646
GRMZM2G128215	PF00646
GRMZM2G128219	PF00135
GRMZM2G128225	
GRMZM2G128228	
GRMZM2G128233	PF04819
GRMZM2G128241	
GRMZM2G128248	"PF00226,PF01556"
GRMZM2G128256	
GRMZM2G128268	PF00026
GRMZM2G128268	
GRMZM2G128295	PF13236
GRMZM2G128301	
GRMZM2G128308	PF09735
GRMZM2G128315	"PF08263,PF00560,PF07714,PF13855"
GRMZM2G128319	"PF07714,PF00069"
GRMZM2G128322	PF02861
GRMZM2G128333	"PF00026,PF14541"
GRMZM2G128342	
GRMZM2G128348	
GRMZM2G128354	PF00226
GRMZM2G128354	PF00226
GRMZM2G128354	
GRMZM2G128354	
GRMZM2G128358	"PF02151,PF13474"
GRMZM2G128364	PF01564
GRMZM2G128376	PF00203
GRMZM2G128395	
GRMZM2G128399	PF00149
GRMZM2G128421	PF02309
GRMZM2G128421	PF02309
GRMZM2G128421	PF02309
GRMZM2G128426	PF05911
GRMZM2G128432	PF00436
GRMZM2G128432	
GRMZM2G128434	PF13245
GRMZM2G128439	
GRMZM2G128444	PF02338
GRMZM2G128444	PF02338
GRMZM2G128445	PF01151
GRMZM2G128454	PF02416
GRMZM2G128466	
GRMZM2G128466	PF02525
GRMZM2G128477	PF00400
GRMZM2G128477	PF00400
GRMZM2G128477	PF00400
GRMZM2G128485	
GRMZM2G128485	PF00651
GRMZM2G128485	PF00651
GRMZM2G128491	PF13266
GRMZM2G128504	PF00201
GRMZM2G128504	PF00201
GRMZM2G128511	
GRMZM2G128515	PF06813
GRMZM2G128518	
GRMZM2G128518	
GRMZM2G128518	
GRMZM2G128520	
GRMZM2G128531	PF02298
GRMZM2G128534	PF00201
GRMZM2G128537	
GRMZM2G128549	"PF04043,PF01095"
GRMZM2G128551	
GRMZM2G128560	
GRMZM2G128564	PF02458
GRMZM2G128564	PF02458
GRMZM2G128564	PF02458
GRMZM2G128574	
GRMZM2G128574	
GRMZM2G128574	
GRMZM2G128574	
GRMZM2G128574	
GRMZM2G128574	
GRMZM2G128574	
GRMZM2G128577	
GRMZM2G128577	PF00106
GRMZM2G128579	"PF11861,PF01728,PF07780"
GRMZM2G128579	"PF11861,PF01728,PF07780"
GRMZM2G128579	"PF11861,PF01728"
GRMZM2G128590	
GRMZM2G128605	PF05496
GRMZM2G128608	"PF01363,PF04366"
GRMZM2G128613	"PF02985,PF11916"
GRMZM2G128616	
GRMZM2G128617	PF01027
GRMZM2G128641	"PF14703,PF13967,PF02714"
GRMZM2G128644	PF05678
GRMZM2G128648	PF08241
GRMZM2G128648	PF08241
GRMZM2G128648	PF08241
GRMZM2G128651	PF00300
GRMZM2G128658	"PF00085,PF13414"
GRMZM2G128663	"PF04438,PF04795"
GRMZM2G128663	"PF04438,PF04795"
GRMZM2G128665	"PF01535,PF13041"
GRMZM2G128682	"PF04043,PF01095"
GRMZM2G128688	"PF01926,PF00679"
GRMZM2G128688	PF01926
GRMZM2G128688	PF00009
GRMZM2G128693	
GRMZM2G128724	PF00112
GRMZM2G128726	
GRMZM2G128731	PF03478
GRMZM2G128737	
GRMZM2G128740	PF10075
GRMZM2G128744	PF00291
GRMZM2G128744	PF00291
GRMZM2G128748	PF05496
GRMZM2G128748	PF05496
GRMZM2G128754	
GRMZM2G128771	PF00025
GRMZM2G128778	PF04937
GRMZM2G128781	PF00069
GRMZM2G128800	PF13639
GRMZM2G128806	
GRMZM2G128807	PF00010
GRMZM2G128807	PF00010
GRMZM2G128807	PF00010
GRMZM2G128807	
GRMZM2G128807	
GRMZM2G128809	PF00076
GRMZM2G128815	PF16906
GRMZM2G128832	
GRMZM2G128863	
GRMZM2G128865	
GRMZM2G128865	
GRMZM2G128872	
GRMZM2G128876	
GRMZM2G128876	"PF06955,PF00722"
GRMZM2G128876	"PF06955,PF00722"
GRMZM2G128877	"PF02874,PF00306,PF16886,PF00006"
GRMZM2G128877	"PF02874,PF00306,PF16886,PF00006"
GRMZM2G128877	"PF00306,PF16886,PF00006"
GRMZM2G128877	PF00306
GRMZM2G128880	PF00857
GRMZM2G128883	
GRMZM2G128895	PF00996
GRMZM2G128902	
GRMZM2G128902	
GRMZM2G128907	
GRMZM2G128914	PF01532
GRMZM2G128914	PF01532
GRMZM2G128914	PF01532
GRMZM2G128918	PF00169
GRMZM2G128922	PF00026
GRMZM2G128922	
GRMZM2G128922	PF00026
GRMZM2G128923	
GRMZM2G128928	
GRMZM2G128929	"PF02866,PF00056"
GRMZM2G128929	PF00056
GRMZM2G128934	
GRMZM2G128934	
GRMZM2G128934	
GRMZM2G128934	
GRMZM2G128934	
GRMZM2G128934	
GRMZM2G128934	
GRMZM2G128935	"PF08240,PF13602"
GRMZM2G128938	"PF02260,PF00454,PF02259"
GRMZM2G128938	"PF02260,PF00454,PF02259"
GRMZM2G128953	"PF01486,PF00319"
GRMZM2G128953	"PF01486,PF00319"
GRMZM2G128963	PF00479
GRMZM2G128965	
GRMZM2G128969	"PF00571,PF00654"
GRMZM2G128969	PF00654
GRMZM2G128969	PF00654
GRMZM2G128971	"PF00487,PF11960"
GRMZM2G128971	"PF00487,PF11960"
GRMZM2G128971	PF00487
GRMZM2G128974	
GRMZM2G128979	
GRMZM2G128981	
GRMZM2G128986	
GRMZM2G128992	PF14541
GRMZM2G128992	"PF14543,PF14541"
GRMZM2G128992	PF14541
GRMZM2G128992	PF14541
GRMZM2G128995	PF03223
GRMZM2G128995	PF03223
GRMZM2G128995	PF03223
GRMZM2G128995	PF03223
GRMZM2G128995	PF03223
GRMZM2G128995	PF03223
GRMZM2G129006	
GRMZM2G129007	"PF00271,PF00270"
GRMZM2G129007	"PF00271,PF00270"
GRMZM2G129015	PF01283
GRMZM2G129015	PF01283
GRMZM2G129018	"PF14531,PF03822"
GRMZM2G129018	"PF14531,PF03822"
GRMZM2G129019	PF12734
GRMZM2G129019	
GRMZM2G129031	PF07714
GRMZM2G129034	"PF00319,PF01486"
GRMZM2G129034	"PF01486,PF00319"
GRMZM2G129056	
GRMZM2G129058	"PF08276,PF01453,PF00954,PF00069"
GRMZM2G129060	
GRMZM2G129064	"PF07731,PF07732,PF00394"
GRMZM2G129065	"PF14416,PF13839"
GRMZM2G129065	"PF14416,PF13839"
GRMZM2G129071	PF13416
GRMZM2G129083	
GRMZM2G129090	
GRMZM2G129092	PF04043
GRMZM2G129098	
GRMZM2G129108	PF13716
GRMZM2G129108	PF13716
GRMZM2G129112	PF04646
GRMZM2G129114	PF03407
GRMZM2G129114	PF03407
GRMZM2G129118	
GRMZM2G129133	
GRMZM2G129135	PF00335
GRMZM2G129135	
GRMZM2G129135	PF00335
GRMZM2G129135	PF00335
GRMZM2G129135	PF00335
GRMZM2G129135	
GRMZM2G129140	PF05678
GRMZM2G129142	PF01764
GRMZM2G129146	PF00026
GRMZM2G129146	
GRMZM2G129146	PF00026
GRMZM2G129146	PF00026
GRMZM2G129146	PF00026
GRMZM2G129147	"PF08880,PF08879"
GRMZM2G129147	
GRMZM2G129150	PF13920
GRMZM2G129154	PF03514
GRMZM2G129155	"PF01926,PF02212,PF01031"
GRMZM2G129155	"PF02212,PF01031"
GRMZM2G129157	PF03080
GRMZM2G129166	
GRMZM2G129166	
GRMZM2G129169	"PF12537,PF12430"
GRMZM2G129169	"PF12537,PF12430"
GRMZM2G129169	PF12537
GRMZM2G129169	"PF12537,PF12430"
GRMZM2G129175	
GRMZM2G129189	"PF00187,PF00182"
GRMZM2G129189	"PF00187,PF00182"
GRMZM2G129196	"PF03004,PF03017"
GRMZM2G129196	"PF03017,PF03004"
GRMZM2G129198	
GRMZM2G129198	
GRMZM2G129208	"PF06155,PF01656"
GRMZM2G129208	PF01656
GRMZM2G129208	"PF01883,PF10609"
GRMZM2G129209	"PF11960,PF00487"
GRMZM2G129218	"PF01556,PF00226"
GRMZM2G129218	
GRMZM2G129230	
GRMZM2G129232	
GRMZM2G129234	PF04893
GRMZM2G129236	
GRMZM2G129238	"PF09279,PF00168,PF00387,PF00388"
GRMZM2G129238	"PF09279,PF00388"
GRMZM2G129243	PF00498
GRMZM2G129246	PF01070
GRMZM2G129246	PF01070
GRMZM2G129246	PF01070
GRMZM2G129246	PF01070
GRMZM2G129246	PF01070
GRMZM2G129247	
GRMZM2G129247	PF00170
GRMZM2G129247	PF00170
GRMZM2G129249	PF03018
GRMZM2G129261	PF12171
GRMZM2G129261	PF12171
GRMZM2G129261	PF12171
GRMZM2G129264	
GRMZM2G129266	PF02458
GRMZM2G129266	PF02458
GRMZM2G129268	PF05653
GRMZM2G129288	"PF00646,PF01167"
GRMZM2G129288	"PF00646,PF01167"
GRMZM2G129288	"PF00646,PF01167"
GRMZM2G129288	
GRMZM2G129288	
GRMZM2G129291	PF13359
GRMZM2G129298	
GRMZM2G129300	
GRMZM2G129302	PF05637
GRMZM2G129304	PF01842
GRMZM2G129311	"PF04434,PF10551,PF03101"
GRMZM2G129311	"PF04434,PF10551,PF03101"
GRMZM2G129321	
GRMZM2G129331	
GRMZM2G129344	PF13409
GRMZM2G129350	
GRMZM2G129354	PF01412
GRMZM2G129354	PF01412
GRMZM2G129357	"PF14497,PF13417"
GRMZM2G129361	
GRMZM2G129375	PF00027
GRMZM2G129386	PF09117
GRMZM2G129399	PF00403
GRMZM2G129403	PF02458
GRMZM2G129405	
GRMZM2G129413	PF01490
GRMZM2G129413	
GRMZM2G129415	PF00651
GRMZM2G129420	
GRMZM2G129428	
GRMZM2G129431	PF02207
GRMZM2G129440	
GRMZM2G129442	
GRMZM2G129444	PF05557
GRMZM2G129444	PF05557
GRMZM2G129444	
GRMZM2G129448	PF03735
GRMZM2G129448	PF03735
GRMZM2G129448	PF03735
GRMZM2G129448	PF03735
GRMZM2G129448	PF03735
GRMZM2G129450	
GRMZM2G129451	
GRMZM2G129451	"PF00534,PF08323"
GRMZM2G129453	"PF00173,PF00487"
GRMZM2G129453	PF00487
GRMZM2G129455	PF02847
GRMZM2G129457	
GRMZM2G129457	
GRMZM2G129482	PF07714
GRMZM2G129486	PF14288
GRMZM2G129493	
GRMZM2G129496	
GRMZM2G129502	
GRMZM2G129508	
GRMZM2G129513	"PF00056,PF02866"
GRMZM2G129521	
GRMZM2G129540	PF01112
GRMZM2G129540	
GRMZM2G129543	PF00141
GRMZM2G129554	
GRMZM2G129554	"PF00271,PF00270"
GRMZM2G129554	PF00270
GRMZM2G129561	
