genes	term
GRMZM2G150406	GO:0005773
GRMZM2G150406	GO:0016021
GRMZM2G150406	GO:0016020
GRMZM2G150406	GO:0005774
GRMZM2G161506	GO:0003723
GRMZM2G445803	GO:0005524
GRMZM2G445803	GO:0003677
AC182439.4_FG004	GO:0016021
GRMZM5G874869	GO:0006886
GRMZM5G874869	GO:0006888
GRMZM5G874869	GO:0008270
GRMZM5G874869	GO:0030127
GRMZM2G021573	GO:0003700
GRMZM2G021573	GO:0006355
GRMZM2G021573	GO:0005634
GRMZM2G025854	GO:0009941
GRMZM2G025854	GO:0005975
GRMZM2G025854	GO:0009590
GRMZM2G025854	GO:0009570
GRMZM2G025854	GO:0010319
GRMZM2G025854	GO:0000287
GRMZM2G025854	GO:0048046
GRMZM2G025854	GO:0016868
GRMZM2G025854	GO:0009409
GRMZM2G025854	GO:0019252
GRMZM2G025855	GO:0009535
GRMZM2G025855	GO:0009579
GRMZM2G025855	GO:0005840
GRMZM2G025855	GO:0009570
GRMZM2G025855	GO:0005634
GRMZM2G025855	GO:0016020
GRMZM2G025855	GO:0005622
GRMZM2G025855	GO:0003735
GRMZM2G025855	GO:0046686
GRMZM2G025855	GO:0015935
GRMZM2G025855	GO:0003723
GRMZM2G025855	GO:0009409
GRMZM2G025855	GO:0006412
GRMZM2G025855	GO:0009507
GRMZM2G302876	GO:0003735
GRMZM2G302876	GO:0005622
GRMZM2G302876	GO:0006412
GRMZM2G302876	GO:0005840
GRMZM2G061088	GO:0020037
GRMZM2G061088	GO:0006979
GRMZM2G061088	GO:0046872
GRMZM2G061088	GO:0004601
GRMZM2G061088	GO:0055114
GRMZM2G061088	GO:0016491
AC208641.3_FG008	GO:0016020
AC208641.3_FG008	GO:0008519
AC208641.3_FG008	GO:0015696
GRMZM2G455557	GO:0016787
GRMZM2G455557	GO:0046872
GRMZM2G455557	GO:0006812
GRMZM2G455557	GO:0016021
GRMZM2G455557	GO:0006200
GRMZM2G455557	GO:0000166
GRMZM2G455557	GO:0016887
GRMZM2G455557	GO:0005886
GRMZM2G455557	GO:0019829
GRMZM2G455557	GO:0006754
GRMZM2G455557	GO:0005524
GRMZM2G458307	GO:0008080
GRMZM2G061084	GO:0005507
GRMZM2G061084	GO:0009055
AC186606.4_FG003	GO:0003700
AC186606.4_FG003	GO:0006355
AC186606.4_FG003	GO:0043565
AC233895.1_FG001	GO:0004177
AC233895.1_FG001	GO:0005730
AC233895.1_FG001	GO:0009987
AC233895.1_FG001	GO:0005886
AC233895.1_FG001	GO:0006508
AC233895.1_FG001	GO:0008235
GRMZM2G158252	GO:0009414
GRMZM2G158252	GO:0016310
GRMZM2G158252	GO:0010029
GRMZM2G158252	GO:0007165
GRMZM2G158252	GO:0043424
GRMZM2G158252	GO:0009651
GRMZM2G158252	GO:0035556
GRMZM2G158252	GO:0023014
GRMZM2G158252	GO:0010087
GRMZM2G158252	GO:0000160
GRMZM2G158252	GO:0016020
GRMZM2G158252	GO:0009636
GRMZM2G158252	GO:0010271
GRMZM2G158252	GO:0005034
GRMZM2G158252	GO:0070417
GRMZM2G158252	GO:0071215
GRMZM2G158252	GO:0009909
GRMZM2G158252	GO:0005524
GRMZM2G158252	GO:0016301
GRMZM2G158252	GO:0019900
GRMZM2G158252	GO:0034757
GRMZM2G158252	GO:0080117
GRMZM2G158252	GO:0000155
GRMZM2G158252	GO:0048831
GRMZM2G158252	GO:0006355
GRMZM2G158252	GO:0042802
GRMZM2G158252	GO:0000156
GRMZM2G158252	GO:0048509
GRMZM2G305066	GO:0006468
GRMZM2G305066	GO:0000166
GRMZM2G305066	GO:0004674
GRMZM2G305066	GO:0005524
GRMZM2G305060	GO:0008026
GRMZM2G305060	GO:0005524
GRMZM2G305060	GO:0003676
GRMZM2G305060	GO:0004386
GRMZM2G106408	GO:0004497
GRMZM2G106408	GO:0046872
GRMZM2G106408	GO:0020037
GRMZM2G106408	GO:0016705
GRMZM2G106408	GO:0009055
GRMZM2G106408	GO:0055114
GRMZM2G473521	GO:0000910
GRMZM2G473521	GO:0008017
GRMZM2G473521	GO:0000226
GRMZM2G401983	GO:0005576
GRMZM2G401983	GO:0019953
GRMZM2G137380	GO:0020037
GRMZM2G137380	GO:0016705
GRMZM2G137380	GO:0046983
GRMZM2G137380	GO:0055114
GRMZM2G137380	GO:0009055
GRMZM2G137387	GO:0003700
GRMZM2G137387	GO:0006355
GRMZM2G137387	GO:0046983
GRMZM2G137387	GO:0005634
GRMZM2G091811	GO:0009535
GRMZM2G091811	GO:0006457
GRMZM2G091811	GO:0031072
GRMZM2G091811	GO:0051082
GRMZM2G091811	GO:0009408
GRMZM2G091811	GO:0046872
GRMZM2G091811	GO:0005524
GRMZM2G091811	GO:0009507
GRMZM2G071877	GO:0006468
GRMZM2G071877	GO:0000166
GRMZM2G071877	GO:0019901
GRMZM2G071877	GO:0004713
GRMZM2G071877	GO:0005886
GRMZM2G071877	GO:0009506
GRMZM2G071877	GO:0005524
GRMZM2G059785	GO:0005576
GRMZM2G059785	GO:0019953
GRMZM2G055404	GO:0003677
GRMZM2G071871	GO:0005737
GRMZM2G071871	GO:0004815
GRMZM2G071871	GO:0005829
GRMZM2G071871	GO:0000166
GRMZM2G071871	GO:0003676
GRMZM2G071871	GO:0046686
GRMZM2G071871	GO:0006422
GRMZM2G071871	GO:0016874
GRMZM2G071871	GO:0005524
AC233888.1_FG002	GO:0008270
AC233888.1_FG002	GO:0005515
AC233888.1_FG002	GO:0005622
GRMZM2G078396	GO:0005840
GRMZM2G078396	GO:0022625
GRMZM2G078396	GO:0005730
GRMZM2G078396	GO:0003735
GRMZM2G078396	GO:0006412
GRMZM2G452026	GO:0005737
GRMZM2G452026	GO:0006415
GRMZM2G452026	GO:0016149
GRMZM2G136389	GO:0008080
GRMZM2G093526	GO:0009570
GRMZM2G093526	GO:0010333
GRMZM2G093526	GO:0000287
GRMZM2G093526	GO:0008152
GRMZM2G093526	GO:0016829
GRMZM2G388834	GO:0006508
GRMZM2G388834	GO:0008234
GRMZM2G033230	GO:0003700
GRMZM2G033230	GO:0006355
GRMZM2G033230	GO:0043565
GRMZM2G175510	GO:0005737
GRMZM2G175510	GO:0006457
GRMZM2G175510	GO:0051082
GRMZM2G175510	GO:0000166
GRMZM2G175510	GO:0005524
GRMZM5G889027	GO:0031461
GRMZM5G889027	GO:0031625
GRMZM5G889027	GO:0006511
GRMZM2G024811	GO:0000413
GRMZM2G024811	GO:0042393
GRMZM2G024811	GO:0006457
GRMZM2G024811	GO:0016853
GRMZM2G024811	GO:0005730
GRMZM2G024811	GO:0006334
GRMZM2G024811	GO:0003755
GRMZM2G024811	GO:0005829
GRMZM2G044968	GO:0005794
GRMZM2G044968	GO:0005802
GRMZM2G044968	GO:0005768
GRMZM2G044968	GO:0009505
GRMZM2G044963	GO:0005737
GRMZM2G044963	GO:0010099
GRMZM2G044963	GO:0019722
GRMZM2G044963	GO:0005773
GRMZM2G044963	GO:0005634
GRMZM2G044963	GO:0005886
GRMZM2G044963	GO:0009612
GRMZM2G044963	GO:0005509
GRMZM2G044963	GO:0009846
GRMZM2G034442	GO:0003824
GRMZM2G385622	GO:0016787
GRMZM2G385622	GO:0031977
GRMZM2G385622	GO:0008270
GRMZM2G385622	GO:0009579
GRMZM2G385622	GO:0045261
GRMZM2G385622	GO:0016820
GRMZM2G385622	GO:0015992
GRMZM2G385622	GO:0015991
GRMZM2G385622	GO:0005618
GRMZM2G385622	GO:0009570
GRMZM2G385622	GO:0010319
GRMZM2G385622	GO:0016020
GRMZM2G385622	GO:0005739
GRMZM2G385622	GO:0000166
GRMZM2G385622	GO:0010287
GRMZM2G385622	GO:0005524
GRMZM2G385622	GO:0009535
GRMZM2G385622	GO:0006811
GRMZM2G385622	GO:0017111
GRMZM2G385622	GO:0009409
GRMZM2G385622	GO:0042777
GRMZM2G385622	GO:0009507
GRMZM2G385622	GO:0009817
GRMZM2G385622	GO:0046933
GRMZM5G811797	GO:0005634
GRMZM5G811797	GO:0000166
GRMZM5G811797	GO:0005886
GRMZM5G811797	GO:0015031
GRMZM5G811797	GO:0009651
GRMZM5G811797	GO:0007264
GRMZM5G811797	GO:0006979
GRMZM5G811797	GO:0005525
GRMZM2G107757	GO:0015031
GRMZM2G107757	GO:0005886
GRMZM5G893649	GO:0005737
GRMZM5G893649	GO:0005634
GRMZM5G893649	GO:0006281
GRMZM5G893649	GO:0003676
GRMZM5G893649	GO:0000166
GRMZM2G060061	GO:0008375
GRMZM2G060061	GO:0016740
GRMZM2G060061	GO:0016020
GRMZM2G060061	GO:0005794
GRMZM2G060067	GO:0009058
GRMZM2G060067	GO:0030170
GRMZM5G866163	GO:0005515
GRMZM2G346639	GO:0016779
GRMZM2G178082	GO:0016020
GRMZM2G178082	GO:0016780
GRMZM2G178082	GO:0008654
GRMZM2G143765	GO:0003700
GRMZM2G143765	GO:0006355
GRMZM2G143765	GO:0043565
GRMZM2G143767	GO:0003824
GRMZM2G143767	GO:0008152
GRMZM2G143767	GO:0009507
GRMZM2G143769	GO:0043531
GRMZM5G818514	GO:0008270
GRMZM5G818514	GO:0005515
GRMZM2G337881	GO:0043531
GRMZM2G165972	GO:0003700
GRMZM2G165972	GO:0006355
GRMZM2G165972	GO:0005634
GRMZM2G165972	GO:0043565
GRMZM2G146047	GO:0016787
GRMZM2G146047	GO:0008026
GRMZM2G146047	GO:0004386
GRMZM2G146047	GO:0008270
GRMZM2G146047	GO:0003676
GRMZM2G146047	GO:0005524
GRMZM2G146047	GO:0009507
GRMZM2G136525	GO:0020037
GRMZM2G136525	GO:0006979
GRMZM2G136525	GO:0046872
GRMZM2G136525	GO:0004601
GRMZM2G136525	GO:0055114
GRMZM2G136525	GO:0016491
GRMZM2G410515	GO:0009941
GRMZM2G410515	GO:0016120
GRMZM2G410515	GO:0016705
GRMZM2G410515	GO:0016166
GRMZM2G410515	GO:0009509
GRMZM2G410515	GO:0009507
GRMZM2G410515	GO:0055114
GRMZM2G136522	GO:0005737
GRMZM2G136522	GO:0043085
GRMZM2G136522	GO:0050660
GRMZM2G136522	GO:0016671
GRMZM2G136522	GO:0009570
GRMZM2G136522	GO:0019430
GRMZM2G136522	GO:0042744
GRMZM2G136522	GO:0010380
GRMZM2G136522	GO:0008047
GRMZM2G136522	GO:0004791
GRMZM2G136522	GO:0045454
GRMZM2G136522	GO:0009507
GRMZM2G136522	GO:0010581
GRMZM2G136522	GO:0055114
GRMZM2G136522	GO:0016491
GRMZM2G146041	GO:0016020
GRMZM2G146041	GO:0004386
GRMZM2G146041	GO:0005524
GRMZM2G146041	GO:0003677
GRMZM6G748721	GO:0009941
GRMZM6G748721	GO:0016021
GRMZM6G748721	GO:0009507
GRMZM2G315786	GO:0003682
GRMZM2G315786	GO:0003677
GRMZM2G702176	GO:0055114
GRMZM2G702176	GO:0004601
GRMZM2G702176	GO:0020037
GRMZM2G702176	GO:0006979
GRMZM2G076597	GO:0005634
GRMZM2G076597	GO:0006397
GRMZM2G076597	GO:0003723
GRMZM2G076597	GO:0000166
GRMZM2G076593	GO:0016021
GRMZM2G076593	GO:0016020
GRMZM2G031670	GO:0005488
GRMZM2G031670	GO:0055114
GRMZM2G031670	GO:0016491
GRMZM2G047431	GO:0015031
GRMZM2G047431	GO:0005093
GRMZM2G047431	GO:0048227
GRMZM2G047434	GO:0006457
GRMZM2G047434	GO:0005618
GRMZM2G047434	GO:0009570
GRMZM2G047434	GO:0005739
GRMZM2G047434	GO:0006950
GRMZM2G047434	GO:0051082
GRMZM2G047434	GO:0005524
AC194350.3_FG001	GO:0005524
GRMZM2G079117	GO:0016772
GRMZM2G079117	GO:0006468
GRMZM2G079117	GO:0005524
GRMZM2G079117	GO:0004672
GRMZM2G079112	GO:0050832
GRMZM2G079112	GO:0009753
GRMZM2G079112	GO:0009625
GRMZM2G079112	GO:0009867
GRMZM2G079112	GO:0009611
GRMZM2G079112	GO:0010218
GRMZM2G079112	GO:0031146
GRMZM2G079112	GO:0042742
GRMZM2G079112	GO:0031348
GRMZM2G079112	GO:0010118
GRMZM2G079112	GO:0009909
GRMZM2G079112	GO:0009641
GRMZM2G079112	GO:0019005
GRMZM2G143494	GO:0016844
GRMZM2G143494	GO:0009058
GRMZM2G143499	GO:0016787
GRMZM2G143499	GO:0004045
AC196007.2_FG002	GO:0005750
AC196007.2_FG002	GO:0005740
AC196007.2_FG002	GO:0006122
AC196007.2_FG002	GO:0005515
GRMZM2G372180	GO:0005515
GRMZM2G340656	GO:0047274
GRMZM2G340656	GO:0052692
GRMZM2G340656	GO:0080167
GRMZM2G340656	GO:0034484
GRMZM2G340656	GO:0008152
GRMZM2G340656	GO:0016757
GRMZM2G340656	GO:0006979
GRMZM2G340656	GO:0009506
GRMZM2G340654	GO:0006468
GRMZM2G340654	GO:0000166
GRMZM2G340654	GO:0004674
GRMZM2G340654	GO:0005524
GRMZM2G453041	GO:0042545
GRMZM2G453041	GO:0005618
GRMZM2G453041	GO:0030599
GRMZM2G041878	GO:0051011
GRMZM2G041878	GO:0005819
GRMZM2G041878	GO:0009524
GRMZM2G047262	GO:0016301
GRMZM2G047262	GO:0005524
GRMZM2G103128	GO:0008107
GRMZM2G103128	GO:0016020
GRMZM2G103128	GO:0042546
GRMZM2G045366	GO:0005737
GRMZM2G045366	GO:0006468
GRMZM2G045366	GO:0009966
GRMZM2G045366	GO:0016772
GRMZM2G045366	GO:0005634
GRMZM2G045366	GO:0004674
GRMZM2G045366	GO:0005515
GRMZM2G045366	GO:0005886
GRMZM2G045366	GO:0005829
GRMZM2G045366	GO:0005524
GRMZM2G405662	GO:0046872
GRMZM2G405662	GO:0030001
GRMZM2G036554	GO:0046983
GRMZM2G036554	GO:0003677
GRMZM2G072034	GO:0005794
GRMZM2G072034	GO:0042538
GRMZM2G072034	GO:0005783
GRMZM2G072034	GO:0005773
GRMZM2G072034	GO:0005739
GRMZM2G072034	GO:0005774
GRMZM2G072034	GO:0009416
GRMZM2G072034	GO:0005886
GRMZM2G072034	GO:0009409
GRMZM2G072034	GO:0009408
GRMZM2G072034	GO:0009506
GRMZM2G138744	GO:0005618
GRMZM2G138744	GO:0009651
GRMZM2G025302	GO:0016020
GRMZM2G025302	GO:0015018
GRMZM2G025302	GO:0005515
GRMZM2G169871	GO:0009506
GRMZM2G169878	GO:0005737
GRMZM2G169878	GO:0008565
GRMZM2G169878	GO:0005634
GRMZM2G169878	GO:0006606
GRMZM2G169878	GO:0005515
AC195789.3_FG001	GO:0005515
GRMZM5G853281	GO:0046417
GRMZM2G416913	GO:0018024
GRMZM2G416913	GO:0042393
GRMZM2G416913	GO:0005634
GRMZM2G416913	GO:0034968
GRMZM2G416913	GO:0008270
GRMZM2G170037	GO:0005524
GRMZM2G170035	GO:0016772
GRMZM2G170035	GO:0004674
GRMZM2G170035	GO:0005886
GRMZM2G170035	GO:0046777
GRMZM2G170035	GO:0005524
GRMZM2G170034	GO:0046872
GRMZM2G170034	GO:0051017
GRMZM2G170034	GO:0008270
GRMZM2G170034	GO:0051015
GRMZM2G134671	GO:0008270
GRMZM2G134671	GO:0005515
GRMZM2G134671	GO:0005622
GRMZM2G166694	GO:0009733
GRMZM2G166694	GO:0031625
GRMZM2G166694	GO:0009753
GRMZM2G166694	GO:0010265
GRMZM2G166694	GO:0010087
GRMZM2G166694	GO:0005829
GRMZM2G166694	GO:0042752
GRMZM2G166694	GO:0006511
GRMZM2G166694	GO:0000794
GRMZM2G166694	GO:0031461
GRMZM2G166694	GO:0009793
AC188024.3_FG003	GO:0016772
AC188024.3_FG003	GO:0006468
AC188024.3_FG003	GO:0005524
AC188024.3_FG003	GO:0004672
GRMZM2G122228	GO:0006470
GRMZM2G122228	GO:0004722
GRMZM2G122228	GO:0003824
GRMZM2G038001	GO:0048046
GRMZM2G038001	GO:0006071
GRMZM2G038001	GO:0006629
GRMZM2G038001	GO:0008889
GRMZM2G041291	GO:0031461
GRMZM2G041291	GO:0031625
GRMZM2G041291	GO:0006511
GRMZM2G048522	GO:0003824
GRMZM2G048522	GO:0008152
GRMZM2G122223	GO:0046872
GRMZM2G122223	GO:0008270
GRMZM2G122223	GO:0005515
GRMZM2G053199	GO:0016787
GRMZM2G404132	GO:0004674
GRMZM2G404132	GO:0006468
GRMZM2G404132	GO:0016772
GRMZM2G404132	GO:0005524
GRMZM2G333258	GO:0043234
GRMZM2G333258	GO:0051258
GRMZM2G404137	GO:0055114
GRMZM2G404137	GO:0016491
GRMZM2G396169	GO:0003700
GRMZM2G396169	GO:0006355
GRMZM2G396169	GO:0005634
GRMZM2G088828	GO:0042765
GRMZM2G088828	GO:0016255
GRMZM2G088828	GO:0005774
GRMZM2G088828	GO:0005783
GRMZM2G088828	GO:0005886
GRMZM2G087111	GO:0005618
GRMZM2G087111	GO:0030145
GRMZM2G087111	GO:0031012
GRMZM2G087111	GO:0048046
GRMZM2G087111	GO:0045735
GRMZM2G087111	GO:0009651
GRMZM2G087111	GO:0046872
GRMZM2G429727	GO:0045261
GRMZM2G429727	GO:0015986
GRMZM2G429727	GO:0046961
GRMZM2G429727	GO:0046933
GRMZM2G166524	GO:0044403
GRMZM2G166524	GO:0009507
GRMZM2G166524	GO:0009610
GRMZM2G166524	GO:0005515
GRMZM2G166524	GO:0005886
GRMZM2G006894	GO:0016787
GRMZM2G006894	GO:0046872
GRMZM2G006894	GO:0009737
GRMZM2G006894	GO:0009414
GRMZM2G006894	GO:0008553
GRMZM2G006894	GO:0005773
GRMZM2G006894	GO:0006812
GRMZM2G006894	GO:0016021
GRMZM2G006894	GO:0006200
GRMZM2G006894	GO:0000166
GRMZM2G006894	GO:0010119
GRMZM2G006894	GO:0016887
GRMZM2G006894	GO:0005886
GRMZM2G006894	GO:0019829
GRMZM2G006894	GO:0006754
GRMZM2G006894	GO:0005634
GRMZM2G006894	GO:0005524
GRMZM2G072965	GO:0048046
GRMZM2G072965	GO:0046872
GRMZM2G072965	GO:0030145
GRMZM2G072965	GO:0045735
GRMZM2G044180	GO:0016310
GRMZM2G044180	GO:0016301
GRMZM2G044180	GO:0005524
GRMZM2G413006	GO:0005737
GRMZM2G413006	GO:0009733
GRMZM2G413006	GO:0080022
GRMZM2G413006	GO:0005975
GRMZM2G413006	GO:0016762
GRMZM2G413006	GO:0009741
GRMZM2G413006	GO:0016787
GRMZM2G413006	GO:0009739
GRMZM2G413006	GO:0004553
GRMZM2G413006	GO:0009408
GRMZM2G413006	GO:0010411
GRMZM2G413006	GO:0048046
GRMZM2G413006	GO:0080039
GRMZM2G413006	GO:0042545
GRMZM2G413006	GO:0009612
GRMZM2G413006	GO:0005886
GRMZM2G413006	GO:0009409
GRMZM2G413006	GO:0007568
GRMZM2G413006	GO:0009505
GRMZM2G037200	GO:0008270
GRMZM2G037200	GO:0003676
GRMZM2G037200	GO:0005515
GRMZM2G041127	GO:0043565
GRMZM2G041127	GO:0003700
GRMZM2G041127	GO:0005634
GRMZM2G041127	GO:0006355
GRMZM2G041127	GO:0000976
GRMZM2G037204	GO:0015031
GRMZM2G037204	GO:0005525
GRMZM2G037204	GO:0007264
GRMZM2G037204	GO:0000166
GRMZM2G041125	GO:0004674
GRMZM2G041125	GO:0006468
GRMZM2G041125	GO:0016772
GRMZM2G041125	GO:0005524
GRMZM2G074691	GO:0046983
GRMZM2G074691	GO:0003677
GRMZM2G177263	GO:0005673
GRMZM2G177263	GO:0006367
GRMZM2G087117	GO:0016021
GRMZM2G087117	GO:0016020
GRMZM2G080320	GO:0005886
GRMZM2G452875	GO:0006139
GRMZM2G452875	GO:0008408
GRMZM2G452875	GO:0003676
GRMZM2G452875	GO:0005622
GRMZM2G149170	GO:0008270
GRMZM2G149170	GO:0005515
GRMZM2G149178	GO:0000786
GRMZM2G149178	GO:0009579
GRMZM2G149178	GO:0005829
GRMZM2G149178	GO:0005730
GRMZM2G149178	GO:0005773
GRMZM2G149178	GO:0005634
GRMZM2G149178	GO:0005886
GRMZM2G149178	GO:0005774
GRMZM2G149178	GO:0009414
GRMZM2G149178	GO:0003677
GRMZM2G149178	GO:0046982
GRMZM2G149178	GO:0005694
GRMZM2G149178	GO:0006334
GRMZM2G149178	GO:0009506
GRMZM2G149178	GO:0009507
GRMZM2G454327	GO:0005452
GRMZM2G454327	GO:0006820
GRMZM2G454327	GO:0016020
GRMZM2G016705	GO:0009941
GRMZM2G016705	GO:0009706
GRMZM2G016705	GO:0010020
AC211913.3_FG001	GO:0005634
AC211913.3_FG001	GO:0008270
AC211913.3_FG001	GO:0045893
GRMZM2G176131	GO:0043234
GRMZM2G176131	GO:0051258
GRMZM2G176133	GO:0003735
GRMZM2G176133	GO:0006412
GRMZM2G176133	GO:0005840
GRMZM2G176133	GO:0005622
GRMZM2G153409	GO:0005634
GRMZM2G153409	GO:0006351
GRMZM2G153409	GO:0003677
GRMZM2G153404	GO:0005509
GRMZM2G479038	GO:0016758
GRMZM2G479038	GO:0008152
GRMZM2G163468	GO:0005747
GRMZM2G163468	GO:0005739
GRMZM2G312438	GO:0022626
GRMZM2G312438	GO:0005515
GRMZM2G312438	GO:0009816
GRMZM2G312438	GO:0016020
GRMZM2G312438	GO:0005546
GRMZM2G312438	GO:0006979
GRMZM2G312438	GO:0003824
GRMZM2G312438	GO:0005509
GRMZM2G312438	GO:0008152
GRMZM2G312438	GO:0046686
GRMZM2G312438	GO:0004630
GRMZM2G312438	GO:0009507
GRMZM2G312438	GO:0046470
GRMZM2G312438	GO:0009506
GRMZM2G312438	GO:0006643
GRMZM2G088018	GO:0009058
GRMZM2G088018	GO:0030170
GRMZM2G323479	GO:0003779
GRMZM2G409224	GO:0008270
GRMZM2G409224	GO:0005515
GRMZM2G181158	GO:0008270
GRMZM2G181158	GO:0005515
GRMZM2G053335	GO:0008270
GRMZM2G053335	GO:0005622
GRMZM2G126062	GO:0009651
GRMZM2G126062	GO:0055114
GRMZM2G126062	GO:0016491
GRMZM2G181153	GO:0000786
GRMZM2G181153	GO:0009579
GRMZM2G181153	GO:0005829
GRMZM2G181153	GO:0005730
GRMZM2G181153	GO:0005773
GRMZM2G181153	GO:0005634
GRMZM2G181153	GO:0005886
GRMZM2G181153	GO:0030036
GRMZM2G181153	GO:0005774
GRMZM2G181153	GO:0003779
GRMZM2G181153	GO:0009414
GRMZM2G181153	GO:0003677
GRMZM2G181153	GO:0046982
GRMZM2G181153	GO:0005694
GRMZM2G181153	GO:0006334
GRMZM2G181153	GO:0009506
GRMZM2G181153	GO:0009507
GRMZM2G070865	GO:0003682
GRMZM2G070865	GO:0003677
GRMZM2G070863	GO:0042542
GRMZM2G070863	GO:0005634
GRMZM2G070863	GO:0005515
GRMZM2G070863	GO:0005886
GRMZM2G070863	GO:0046686
GRMZM2G070863	GO:0009408
GRMZM2G070863	GO:0009644
GRMZM2G070863	GO:0005829
GRMZM2G010953	GO:0016772
GRMZM2G010953	GO:0005886
GRMZM2G010953	GO:0000166
GRMZM2G010953	GO:0004674
GRMZM2G010953	GO:0009506
GRMZM2G010953	GO:0046777
GRMZM2G010953	GO:0005524
GRMZM2G512360	GO:0003899
GRMZM2G512360	GO:0006351
GRMZM2G512360	GO:0003677
GRMZM2G336918	GO:0003779
GRMZM2G336918	GO:0030036
GRMZM2G177885	GO:0008270
GRMZM2G177885	GO:0005622
GRMZM2G177883	GO:0006468
GRMZM2G177883	GO:0016772
GRMZM2G177883	GO:0004674
GRMZM2G177883	GO:0005515
GRMZM2G177883	GO:0005524
GRMZM2G040453	GO:0005515
GRMZM2G040452	GO:0003824
GRMZM2G040452	GO:0008152
GRMZM2G013283	GO:0008026
GRMZM2G013283	GO:0005524
GRMZM2G013283	GO:0003676
GRMZM2G013283	GO:0004386
GRMZM2G132633	GO:0005672
GRMZM2G132633	GO:0006413
GRMZM2G132633	GO:0006367
GRMZM2G132633	GO:0003743
GRMZM2G132632	GO:0008270
GRMZM2G132632	GO:0005515
GRMZM2G051771	GO:0016740
GRMZM2G051771	GO:0004766
GRMZM2G051771	GO:0008295
GRMZM2G051771	GO:0005886
GRMZM2G017077	GO:0009535
GRMZM2G017077	GO:0009941
GRMZM2G017077	GO:0009570
GRMZM2G017077	GO:0016050
GRMZM2G017077	GO:0009508
GRMZM2G017077	GO:0010027
GRMZM2G017077	GO:0009295
GRMZM2G017077	GO:0009507
GRMZM2G013750	GO:0005737
GRMZM2G013750	GO:0000502
GRMZM2G013750	GO:0005634
GRMZM2G013750	GO:0007275
GRMZM2G013750	GO:0005515
GRMZM2G113607	GO:0005975
GRMZM2G113607	GO:0004553
GRMZM2G118657	GO:0016758
GRMZM2G118657	GO:0008152
GRMZM5G838554	GO:0005739
GRMZM2G010488	GO:0006468
GRMZM2G010488	GO:0016567
GRMZM2G010488	GO:0000151
GRMZM2G010488	GO:0000166
GRMZM2G010488	GO:0004674
GRMZM2G010488	GO:0004842
GRMZM2G010488	GO:0005524
GRMZM2G164160	GO:0006468
GRMZM2G164160	GO:0016772
GRMZM2G164160	GO:0000166
GRMZM2G164160	GO:0004674
GRMZM2G164160	GO:0005524
GRMZM2G324297	GO:0006571
GRMZM2G324297	GO:0016616
GRMZM2G324297	GO:0008977
GRMZM2G324297	GO:0000166
GRMZM2G324297	GO:0004665
GRMZM2G324297	GO:0048037
GRMZM2G324297	GO:0055114
GRMZM2G324297	GO:0009507
GRMZM2G164165	GO:0016180
GRMZM2G164165	GO:0032039
GRMZM2G466780	GO:0005737
GRMZM2G466780	GO:0016310
GRMZM2G466780	GO:0005634
GRMZM2G466780	GO:0016301
GRMZM2G466780	GO:0042644
GRMZM2G466780	GO:0009295
GRMZM2G466780	GO:0009507
GRMZM2G395535	GO:0045454
GRMZM2G395535	GO:0015035
GRMZM2G395535	GO:0009055
GRMZM2G007915	GO:0045116
GRMZM2G007915	GO:0019781
GRMZM2G007915	GO:0006464
GRMZM2G007915	GO:0000166
GRMZM2G007915	GO:0016881
GRMZM2G007915	GO:0005524
GRMZM2G116386	GO:0006629
GRMZM2G116386	GO:0016788
GRMZM2G042582	GO:0045454
GRMZM2G339645	GO:0016021
GRMZM2G339645	GO:0016020
GRMZM2G339645	GO:0030244
GRMZM2G339645	GO:0016760
GRMZM2G339645	GO:0016757
AC235540.1_FG002	GO:0016772
AC235540.1_FG002	GO:0006468
AC235540.1_FG002	GO:0005515
AC235540.1_FG002	GO:0005524
AC235540.1_FG002	GO:0004672
GRMZM2G519736	GO:0016779
GRMZM2G519736	GO:0005840
GRMZM2G519736	GO:0005622
GRMZM2G519736	GO:0003735
GRMZM2G519736	GO:0016740
GRMZM2G519736	GO:0008152
GRMZM2G519736	GO:0006412
GRMZM2G043182	GO:0016020
GRMZM2G043182	GO:0016021
GRMZM2G043182	GO:0006810
GRMZM2G006069	GO:0006508
GRMZM2G006069	GO:0004181
GRMZM2G006069	GO:0016020
GRMZM2G006069	GO:0008270
GRMZM2G419252	GO:0003700
GRMZM2G419252	GO:0006355
GRMZM2G419252	GO:0043565
GRMZM2G122767	GO:0005737
GRMZM2G122767	GO:0006457
GRMZM2G122767	GO:0051082
GRMZM2G122767	GO:0000166
GRMZM2G122767	GO:0046686
GRMZM2G122767	GO:0005524
GRMZM2G018573	GO:0005515
GRMZM2G164785	GO:0005576
GRMZM2G164785	GO:0019953
GRMZM2G164787	GO:0005515
GRMZM2G164781	GO:0010090
GRMZM2G164781	GO:0048046
GRMZM2G018579	GO:0005886
GRMZM2G018578	GO:0004372
GRMZM2G018578	GO:0006563
GRMZM2G018578	GO:0006544
GRMZM2G018578	GO:0016779
GRMZM2G018578	GO:0004652
GRMZM2G018578	GO:0043631
GRMZM2G050915	GO:0008152
GRMZM2G050915	GO:0016491
GRMZM2G050914	GO:0005515
GRMZM2G325453	GO:0005515
GRMZM2G050912	GO:0003700
GRMZM2G050912	GO:0006355
