genes	term
GRMZM2G157933	GO:0016567,GO:0004842
GRMZM2G158013	GO:0016021,GO:0015116,GO:0008272,GO:0055085,GO:0016020,GO:0008271,GO:1902358
GRMZM2G158021	GO:0005525
GRMZM2G158024	GO:0003723,GO:0005525
GRMZM2G158034	GO:0006412,GO:0005840,GO:0003735,GO:0005622
GRMZM2G158039	GO:0055114,GO:0016491,GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G158043	GO:0005975,GO:0004553,GO:0003824
GRMZM2G158045	GO:0006468,GO:0005524,GO:0004672
GRMZM2G158083	GO:0016747
GRMZM2G158087	GO:0055114,GO:0016491
GRMZM2G158091	GO:0032259,GO:0008168,GO:0006364,GO:0005634,GO:0001510,GO:0031167,GO:0008649
GRMZM2G158136	GO:0009378,GO:0006310,GO:0006281
GRMZM2G158140	GO:0000160
GRMZM2G158147	GO:0004781
GRMZM2G158153	GO:0003723
GRMZM2G158162	GO:0008270,GO:0003677
GRMZM2G158170	GO:0008168
GRMZM2G158179	GO:0005515
GRMZM2G158194	GO:0005515
GRMZM2G158204	GO:0006355,GO:0003677,GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
GRMZM2G158205	GO:0016788
GRMZM2G158228	GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0005737
GRMZM2G158237	GO:0006457,GO:0003755,GO:0000413
GRMZM2G158240	GO:0004857,GO:0042545,GO:0030599,GO:0005618
GRMZM2G158252	GO:0007165,GO:0000155,GO:0000160
GRMZM2G158261	GO:0009982,GO:0009451,GO:0003723,GO:0001522
GRMZM2G158277	GO:0016020,GO:0006897
GRMZM2G158298	GO:0003677
GRMZM2G158313	GO:0043565,GO:0006355,GO:0003700
GRMZM2G158316	GO:0043531
GRMZM2G158328	GO:0043565,GO:0006355,GO:0003700
GRMZM2G158333	GO:0006412
GRMZM2G158342	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G158359	GO:0005515,GO:0006468,GO:0004672
GRMZM2G158378	GO:0055085,GO:0016021
GRMZM2G158394	GO:0033897,GO:0003723
GRMZM2G158403	GO:0005634,GO:0003677,GO:0006779,GO:0004853
GRMZM2G158462	GO:0003676
GRMZM2G158475	GO:0006508,GO:0004190
GRMZM2G158479	GO:0020037,GO:0009055
GRMZM2G158526	GO:0003677,GO:0000786
GRMZM2G158562	GO:0003824,GO:0042127,GO:0018343,GO:0005965
GRMZM2G158568	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G158584	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G158624	GO:0005515
GRMZM2G158625	GO:0016020,GO:0015171,GO:0003333
GRMZM2G158627	GO:0006418,GO:0000166
GRMZM2G158652	GO:0016887,GO:0005524
GRMZM2G158676	GO:0032040,GO:0006364
GRMZM2G158679	GO:0005089
GRMZM2G158682	GO:0055085,GO:0016021
GRMZM2G158721	GO:0006468,GO:0005524,GO:0004672
GRMZM2G158734	GO:0003824,GO:0006470,GO:0004722
GRMZM2G158752	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G158766	GO:0034220,GO:0046961,GO:0033180,GO:0015991
GRMZM2G158775	GO:0005515
GRMZM2G158807	GO:0016020,GO:0006810,GO:0005215
GRMZM2G158818	GO:0003824,GO:0006470,GO:0004722
GRMZM2G158835	GO:0003676
GRMZM2G158838	GO:0008270,GO:0003677
GRMZM2G158854	GO:0006355,GO:0005739,GO:0003690
GRMZM2G158860	GO:0006468,GO:0005524,GO:0004672
GRMZM2G158884	GO:0003723
GRMZM2G158885	GO:0016021,GO:0006810
GRMZM2G158887	GO:0007264,GO:0005525
GRMZM2G158901	GO:0008193,GO:0006400,GO:0000287
GRMZM2G158918	GO:0005515,GO:0042393,GO:0006355
GRMZM2G159013	GO:0006783,GO:0004325
GRMZM2G159016	GO:0006508,GO:0004185
GRMZM2G159034	GO:0006468,GO:0004672
GRMZM2G159041	GO:0005869
GRMZM2G159047	GO:0006468,GO:0005524,GO:0004672
GRMZM2G159061	GO:0005852,GO:0005737,GO:0003743
GRMZM2G159075	GO:0055085,GO:0016021
GRMZM2G159082	GO:0030170
GRMZM2G159094	GO:0006355,GO:0003677
GRMZM2G159098	GO:0006351,GO:0003899,GO:0003677
GRMZM2G159105	GO:0006468,GO:0004672
GRMZM2G159125	GO:0005515,GO:0003824
GRMZM2G159134	GO:0043565,GO:0006355,GO:0003700
GRMZM2G159142	GO:0016021
GRMZM2G159145	GO:0045454,GO:0015035,GO:0006662
GRMZM2G159155	GO:0043968,GO:0043967,GO:0035267,GO:0006338,GO:0006281
GRMZM2G159160	GO:0016020
GRMZM2G159161	GO:0005515
GRMZM2G159179	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G159187	GO:0055085,GO:0016021
GRMZM2G159193	GO:0016757,GO:0016021
GRMZM2G159208	GO:0016757,GO:0016021
GRMZM2G159221	GO:0008270,GO:0006355,GO:0005634
GRMZM2G159228	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G159237	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0015935
GRMZM2G159247	GO:0016567,GO:0004842,GO:0006468,GO:0004672
GRMZM2G159250	GO:0006412
GRMZM2G159285	GO:0006355,GO:0005634
GRMZM2G159295	GO:0055085,GO:0046873,GO:0030001,GO:0016020
GRMZM2G159307	GO:0009378,GO:0006310,GO:0006281
GRMZM2G159330	GO:0005515
GRMZM2G159353	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G159357	GO:0003677,GO:0006355,GO:0006351
GRMZM2G159369	GO:0045454,GO:0005783
GRMZM2G159397	GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677
GRMZM2G159399	GO:0003677,GO:0009725,GO:0006355,GO:0005634
GRMZM2G159404	GO:0016758,GO:0008152
GRMZM2G159412	GO:0006807,GO:0004356
GRMZM2G159427	GO:0005515
GRMZM2G159431	GO:0005634,GO:0003677,GO:0006355
GRMZM2G159456	GO:0046983
GRMZM2G159500	GO:0006355,GO:0003677
GRMZM2G159506	GO:0051539,GO:0009451,GO:0003824
GRMZM2G159535	GO:0045454
GRMZM2G159538	GO:0005515
GRMZM2G159542	GO:0016884
GRMZM2G159544	GO:0055114,GO:0016491,GO:0006520
GRMZM2G159554	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G159559	GO:0055085,GO:0016021
GRMZM2G159570	GO:0055114,GO:0016491
GRMZM2G159579	GO:0006511
GRMZM2G159586	GO:0006750,GO:0005524,GO:0004363
GRMZM2G159587	GO:0055114,GO:0051287,GO:0016616,GO:0008152
GRMZM2G159592	GO:0006355,GO:0003700,GO:0003677
GRMZM2G159604	GO:0030014,GO:0006402
GRMZM2G159632	GO:0016021,GO:0015116,GO:0008272,GO:0055085,GO:0016020,GO:0008271
GRMZM2G159641	GO:0016747
GRMZM2G159643	GO:0016491
GRMZM2G159652	GO:0016020
GRMZM2G159709	GO:0006468,GO:0004672
GRMZM2G159715	GO:0008270,GO:0006355,GO:0006352
GRMZM2G159724	GO:0055114,GO:0004471,GO:0051287
GRMZM2G159744	GO:0006355
GRMZM2G159752	GO:0007165
GRMZM2G159756	GO:0006468,GO:0004672,GO:0005524
GRMZM2G159759	GO:0016788
GRMZM2G159766	GO:0006355,GO:0005739,GO:0003690
GRMZM2G159777	GO:0005525
GRMZM2G159807	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G159811	GO:0003824,GO:0006470,GO:0004722
GRMZM2G159822	GO:0055114,GO:0016491
GRMZM2G159849	GO:0005515
GRMZM2G159860	GO:0008408,GO:0006139,GO:0003676
GRMZM2G159890	GO:0016746,GO:0008152,GO:0004366
GRMZM2G159904	GO:0003824
GRMZM2G159908	GO:0006468,GO:0004672
GRMZM2G159918	GO:0016758,GO:0008152
GRMZM2G159937	GO:0046983
GRMZM2G159948	GO:0006355,GO:0003713,GO:0003677
GRMZM2G159950	GO:0016021,GO:0006886,GO:0005783
GRMZM2G159953	GO:0006468,GO:0005524,GO:0004672,GO:0030246
GRMZM2G159977	GO:0005524
GRMZM2G159992	GO:0006468,GO:0005524,GO:0004672
GRMZM2G159996	GO:0005515
GRMZM2G160005	GO:0006355,GO:0005634,GO:0003677,GO:0009725
GRMZM2G160032	GO:0031047
GRMZM2G160062	GO:0055114,GO:0020037,GO:0006979,GO:0004601
GRMZM2G160064	GO:0046872,GO:0030001
GRMZM2G160069	GO:0055085,GO:0022857,GO:0016021
GRMZM2G160113	GO:0005515
GRMZM2G160136	GO:0043565,GO:0006355,GO:0003700
GRMZM2G160175	GO:0016021,GO:0016020,GO:0022857
GRMZM2G160192	GO:0003824,GO:0006470,GO:0004722
GRMZM2G160198	GO:0008270
GRMZM2G160224	GO:0003677
GRMZM2G160237	GO:0016787
GRMZM2G160265	GO:0005975,GO:0004553
GRMZM2G160268	GO:0016020,GO:0009765
GRMZM2G160279	GO:0003723
GRMZM2G160327	GO:0055114,GO:0020037,GO:0006979,GO:0004601
GRMZM2G160351	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G160356	GO:0016780,GO:0016020,GO:0008654
GRMZM2G160370	GO:0005515,GO:0016567,GO:0004842
GRMZM2G160391	GO:0006468,GO:0005524,GO:0004672
GRMZM2G160400	GO:0016747
GRMZM2G160417	GO:0016747,GO:0008610,GO:0016020,GO:0006633
GRMZM2G160428	GO:0006468,GO:0005524,GO:0004672
GRMZM2G160430	GO:0055085,GO:0016021,GO:0022857
GRMZM2G160447	GO:0008234,GO:0006508
GRMZM2G160454	GO:0005515
GRMZM2G160460	GO:0055085,GO:0022857,GO:0016021
GRMZM2G160496	GO:0055085,GO:0016021
GRMZM2G160504	GO:0055085,GO:0022857,GO:0016021
GRMZM2G160506	GO:0016779,GO:0009058
GRMZM2G160523	GO:0016758,GO:0008152
GRMZM2G160526	GO:0005975,GO:0004650
GRMZM2G160556	GO:0016598,GO:0004057
GRMZM2G160560	GO:0016020
GRMZM2G160563	GO:0019901,GO:0000079
GRMZM2G160565	GO:0046983,GO:0003677,GO:0006355,GO:0005634,GO:0003700
GRMZM2G160569	GO:0016787
GRMZM2G160585	GO:0016020,GO:0015018
GRMZM2G160606	GO:0005737
GRMZM2G160614	GO:0055085,GO:0016021
GRMZM2G160619	GO:0005515,GO:0006468,GO:0004672
GRMZM2G160626	GO:0005975,GO:0004650
GRMZM2G160632	GO:0016021,GO:0006508,GO:0004252
GRMZM2G160664	GO:0016851,GO:0015995,GO:0015979
GRMZM2G160687	GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677
GRMZM2G160702	GO:0005515,GO:0051013,GO:0008352,GO:0008017
GRMZM2G160725	GO:0055085,GO:0016021
GRMZM2G160730	GO:0006355,GO:0003700,GO:0007275
GRMZM2G160738	GO:0008725,GO:0006284
GRMZM2G160739	GO:0045735
GRMZM2G160752	GO:0008168,GO:0006479
GRMZM2G160763	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G160842	GO:0008641
GRMZM2G160853	GO:0006468,GO:0004672,GO:0048544
GRMZM2G160902	GO:0043565,GO:0006355,GO:0003700
GRMZM2G160906	GO:0005543
GRMZM2G160917	GO:0005634,GO:0003677
GRMZM2G160922	GO:0016597,GO:0008152,GO:0006468,GO:0004672
GRMZM2G160958	GO:0030246,GO:0016020,GO:0008378,GO:0006486
GRMZM2G160966	GO:0008270,GO:0005515
GRMZM2G160971	GO:0006355,GO:0003700
GRMZM2G161009	GO:0043565,GO:0006355,GO:0003700
GRMZM2G161027	GO:0055114,GO:0016491,GO:0009082
GRMZM2G161102	GO:0005515
GRMZM2G161146	GO:0006355,GO:0005739,GO:0003690
GRMZM2G161154	GO:0046872
GRMZM2G161169	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G161205	GO:0005515
GRMZM2G161222	GO:0008601,GO:0007165,GO:0000159
GRMZM2G161242	GO:0008270,GO:0003676
GRMZM2G161245	GO:0055114,GO:0016616,GO:0006694,GO:0003854,GO:0019752
GRMZM2G161248	GO:0016020
GRMZM2G161274	GO:0033897,GO:0003723
GRMZM2G161278	GO:0006122,GO:0005750
GRMZM2G161285	GO:0042254,GO:0005634
GRMZM2G161291	GO:0016021
GRMZM2G161293	GO:0016020,GO:0008375
GRMZM2G161306	GO:0005506
GRMZM2G161310	GO:0055085,GO:0022857,GO:0016021
GRMZM2G161335	GO:0016758,GO:0008152
GRMZM2G161337	GO:0016833,GO:0009058
GRMZM2G161370	GO:0006418,GO:0005524,GO:0004812,GO:0000166
GRMZM2G161377	GO:0008289
GRMZM2G161380	GO:0006468,GO:0004672
GRMZM2G161411	GO:0043565,GO:0006355,GO:0003700
GRMZM2G161418	GO:0006352,GO:0003677
GRMZM2G161435	GO:0006355,GO:0003677
GRMZM2G161447	GO:0005634,GO:0003677
GRMZM2G161452	GO:0006468,GO:0005524,GO:0004672
GRMZM2G161459	GO:0016020,GO:0006810,GO:0005215
GRMZM2G161472	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G161483	GO:0016020,GO:0006810,GO:0005215
GRMZM2G161493	GO:0070569,GO:0008152
GRMZM2G161506	GO:0003723
GRMZM2G161530	GO:0016788
GRMZM2G161534	GO:2001070,GO:0003824
GRMZM2G161544	GO:0003824,GO:0006470,GO:0004722
GRMZM2G161553	GO:0006887,GO:0000145
GRMZM2G161569	GO:0005515
GRMZM2G161610	GO:0005515
GRMZM2G161611	GO:0019887,GO:0005956
GRMZM2G161625	GO:0016758,GO:0008152
GRMZM2G161643	GO:0016787
GRMZM2G161649	GO:0003676
GRMZM2G161664	GO:0005515,GO:0006468,GO:0004672
GRMZM2G161666	GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677
GRMZM2G161668	GO:0006355,GO:0003723,GO:0006353
GRMZM2G161696	GO:0006508,GO:0004185
GRMZM2G161728	GO:0005096,GO:0005515
GRMZM2G161780	GO:0016021
GRMZM2G161792	GO:0055114,GO:0016717,GO:0006629
GRMZM2G161794	GO:0016020,GO:0006810,GO:0005215
GRMZM2G161807	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G161809	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
GRMZM2G161819	GO:0006468,GO:0005524,GO:0004672
GRMZM2G161827	GO:0005515
GRMZM2G161832	GO:0006468,GO:0005524,GO:0004672
GRMZM2G161846	GO:0046872,GO:0030001
GRMZM2G161868	GO:0055114,GO:0009082,GO:0004455,GO:0016491
GRMZM2G161883	GO:0005634,GO:0003677
GRMZM2G161891	GO:0005515
GRMZM2G161905	GO:0005515
GRMZM2G161913	GO:0005515,GO:0016593,GO:0016570,GO:0006355
GRMZM2G161932	GO:0042274
GRMZM2G161969	GO:0016746,GO:0008152
GRMZM2G161988	GO:0016192,GO:0016021,GO:0006810
GRMZM2G162007	GO:0055114,GO:0016491,GO:0008270
GRMZM2G162012	GO:0005515
GRMZM2G162020	GO:0005515
GRMZM2G162048	GO:0055114,GO:0050660,GO:0016491,GO:0019139,GO:0009690
GRMZM2G162056	GO:0008080
GRMZM2G162065	GO:0006887,GO:0000145
GRMZM2G162078	GO:0006096,GO:0006094,GO:0004347
GRMZM2G162079	GO:0016021,GO:0015689,GO:0015098
GRMZM2G162086	GO:0006468,GO:0005524,GO:0004672
GRMZM2G162087	GO:0008234,GO:0006508
GRMZM2G162098	GO:0043531
GRMZM2G162119	GO:0046872,GO:0005634,GO:0003723
GRMZM2G162158	GO:0055114,GO:0016491
GRMZM2G162167	GO:0006468,GO:0004672,GO:0006397,GO:0004540
GRMZM2G162175	GO:0055114,GO:0016702
GRMZM2G162200	GO:0005524
GRMZM2G162222	GO:0055114,GO:0016491
GRMZM2G162238	GO:0030246,GO:0005975,GO:0004553
GRMZM2G162253	GO:0016020
GRMZM2G162274	GO:0016020,GO:0008236,GO:0006508
GRMZM2G162282	GO:0005524
GRMZM2G162295	GO:0016021
GRMZM2G162333	GO:0042545,GO:0030599,GO:0005618
GRMZM2G162353	GO:0008270
GRMZM2G162356	GO:0046872
GRMZM2G162359	GO:0005975,GO:0004553
GRMZM2G162364	GO:0055085,GO:0016020,GO:0006821,GO:0005247
GRMZM2G162374	GO:0032259,GO:0008168
GRMZM2G162382	GO:0046983
GRMZM2G162384	GO:0005975,GO:0004650
GRMZM2G162388	GO:0006457,GO:0003755,GO:0000413
GRMZM2G162413	GO:0080123,GO:0009864,GO:0009694,GO:0009611
GRMZM2G162426	GO:0046872,GO:0000166
GRMZM2G162445	GO:0006260,GO:0005524,GO:0003677
GRMZM2G162447	GO:0004857
GRMZM2G162450	GO:0046983
GRMZM2G162453	GO:0006508,GO:0004252
GRMZM2G162456	GO:0008270,GO:0005515
GRMZM2G162481	GO:0003677
GRMZM2G162486	GO:0005515
GRMZM2G162505	GO:0005975,GO:0004553
GRMZM2G162508	GO:0016747,GO:0008610,GO:0016020,GO:0006633
GRMZM2G162525	GO:0003676
GRMZM2G162527	GO:0016491,GO:0008152
GRMZM2G162529	GO:0016301,GO:0008152,GO:0005524
GRMZM2G162531	GO:0006468,GO:0005524,GO:0004672
GRMZM2G162544	GO:0005515
GRMZM2G162546	GO:0006468,GO:0005524,GO:0004672
GRMZM2G162574	GO:0016758,GO:0008152
GRMZM2G162605	GO:0016787
GRMZM2G162637	GO:0006468,GO:0005524,GO:0004672
GRMZM2G162640	GO:0005515
GRMZM2G162663	GO:0008152,GO:0003824
GRMZM2G162670	GO:0017176,GO:0016021,GO:0006506
GRMZM2G162672	GO:0016021,GO:0004659
GRMZM2G162688	GO:0005515
GRMZM2G162690	GO:0005991,GO:0004555
GRMZM2G162697	GO:0006351,GO:0005634,GO:0003899,GO:0003677
GRMZM2G162702	GO:0006468,GO:0005524,GO:0004672
GRMZM2G162737	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G162739	GO:0006355,GO:0003677
GRMZM2G162748	GO:0055114,GO:0051537,GO:0016491,GO:0042651,GO:0009496,GO:0016679
GRMZM2G162749	GO:0006355,GO:0003677
GRMZM2G162752	GO:0015986,GO:0015078
GRMZM2G162755	GO:0016758,GO:0008152
GRMZM2G162758	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G162764	GO:0004519,GO:0003676
GRMZM2G162776	GO:0016021,GO:0004659
GRMZM2G162781	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G162783	GO:0016758,GO:0008152
GRMZM2G162798	GO:0010508
GRMZM2G162800	GO:0005524
GRMZM2G162829	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G162845	GO:0055114,GO:0016620
GRMZM2G162859	GO:0003682,GO:0006351,GO:0005634,GO:0003677
GRMZM2G162931	GO:0044237
GRMZM2G162954	GO:0003676
GRMZM2G162959	GO:0006468,GO:0004672
GRMZM2G162968	GO:0016887,GO:0005524,GO:0019538
GRMZM2G162983	GO:0016021,GO:0006810
GRMZM2G162992	GO:0003723
GRMZM2G163004	GO:0006750,GO:0005524,GO:0004363
GRMZM2G163008	GO:0055114,GO:0016491,GO:0006633,GO:0005506
GRMZM2G163015	GO:0030170,GO:0009058
GRMZM2G163054	GO:0043565,GO:0006355,GO:0003700
GRMZM2G163059	GO:0016020
GRMZM2G163074	GO:0045454
GRMZM2G163081	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0008097
GRMZM2G163095	GO:0005515
GRMZM2G163104	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G163110	GO:0006508,GO:0004252
GRMZM2G163129	GO:0005975,GO:0004553
GRMZM2G163138	GO:0005515
GRMZM2G163139	GO:0006468,GO:0004672
GRMZM2G163141	GO:0006468,GO:0004672
GRMZM2G163154	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
GRMZM2G163172	GO:0006887,GO:0000145
GRMZM2G163193	GO:0005524,GO:0016021,GO:0008270,GO:0004222,GO:0006508
GRMZM2G163200	GO:0043565,GO:0008270,GO:0006355,GO:0003700
GRMZM2G163217	GO:0006468,GO:0004672
GRMZM2G163233	GO:0046983,GO:0016820,GO:0015991,GO:0000221,GO:0046961
GRMZM2G163251	GO:0006355,GO:0003677
GRMZM2G163277	GO:0048208
GRMZM2G163291	GO:0006334,GO:0005634,GO:0003677,GO:0000786
GRMZM2G163297	GO:0003676
GRMZM2G163307	GO:0016021
GRMZM2G163325	GO:0005525
GRMZM2G163328	GO:0006468,GO:0004672
GRMZM2G163381	GO:0030244,GO:0016760,GO:0016020
GRMZM2G163409	GO:0005515,GO:0008017
GRMZM2G163418	GO:0043565,GO:0006355,GO:0003700
GRMZM2G163421	GO:0009306,GO:0005788,GO:0045454
GRMZM2G163426	GO:0016021,GO:0005783
GRMZM2G163436	GO:0005524
GRMZM2G163437	GO:0016779,GO:0009058
GRMZM2G163473	GO:0006412,GO:0005840,GO:0003735
GRMZM2G163476	GO:0016020
GRMZM2G163519	GO:0016758,GO:0008152
GRMZM2G163535	GO:0055114,GO:0016491,GO:0005507
GRMZM2G163537	GO:0016787
GRMZM2G163539	GO:0008270,GO:0005515
GRMZM2G163544	GO:0005975,GO:0004553
GRMZM2G163550	GO:0006468,GO:0004672,GO:0048544
GRMZM2G163561	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G163602	GO:0016149,GO:0006415,GO:0005737
GRMZM2G163620	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G163633	GO:0006412,GO:0005840,GO:0003735,GO:0005622
GRMZM2G163641	GO:0003677
GRMZM2G163658	GO:0006260,GO:0005524,GO:0003677
GRMZM2G163671	GO:0005515
GRMZM2G163700	GO:0008234,GO:0006508
GRMZM2G163713	GO:0008168
GRMZM2G163717	GO:0008270
GRMZM2G163724	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G163726	GO:0005515
GRMZM2G163745	GO:0006355,GO:0003700
GRMZM2G163749	GO:0006508,GO:0004252
GRMZM2G163751	GO:0005515
GRMZM2G163761	GO:0006355,GO:0003677
GRMZM2G163769	GO:0006412,GO:0005840,GO:0003735,GO:0015934
GRMZM2G163774	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G163796	GO:0005515
GRMZM2G163798	GO:0016021,GO:0016020,GO:0022857
GRMZM2G163801	GO:0005515
GRMZM2G163809	GO:0008299,GO:0016765,GO:0015979
GRMZM2G163813	GO:0005634,GO:0003677
GRMZM2G163826	GO:0046488,GO:0016307
GRMZM2G163841	GO:0006355,GO:0003677
GRMZM2G163843	GO:0006355,GO:0003677
GRMZM2G163848	GO:0006355,GO:0005634
GRMZM2G163849	GO:0016787,GO:0005524,GO:0003677,GO:0006355,GO:0005634
GRMZM2G163860	GO:0005524
GRMZM2G163861	GO:0016773,GO:0016020,GO:0005524
GRMZM2G163866	GO:0055085,GO:0016021
GRMZM2G163914	GO:0006355,GO:0003677
GRMZM2G163923	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G163925	GO:0005515
GRMZM2G163939	GO:0003677,GO:0000786
GRMZM2G163988	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0003723
GRMZM2G164020	GO:0006334,GO:0005634,GO:0003677,GO:0000786
GRMZM2G164036	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G164062	GO:0008725,GO:0006284
GRMZM2G164072	GO:0030246,GO:0016020,GO:0008378,GO:0006486
GRMZM2G164074	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G164082	GO:0043565,GO:0006355,GO:0003700
GRMZM2G164084	GO:0016987,GO:0006355,GO:0006352,GO:0003700,GO:0003677
GRMZM2G164088	GO:0003676
GRMZM2G164134	GO:0016787
GRMZM2G164152	GO:0006412,GO:0005840,GO:0003735
GRMZM2G164160	GO:0006468,GO:0005524,GO:0004672
GRMZM2G164165	GO:0032039,GO:0016180
GRMZM2G164175	GO:0016757
GRMZM2G164185	GO:0008601,GO:0000159
GRMZM2G164224	GO:0006468,GO:0005524,GO:0004672
GRMZM2G164242	GO:0006468,GO:0004672
GRMZM2G164265	GO:0006468,GO:0005524,GO:0004672
GRMZM2G164277	GO:0005515
GRMZM2G164283	GO:0016757,GO:0016021
GRMZM2G164297	GO:0006468,GO:0005524,GO:0004672
GRMZM2G164318	GO:0055114,GO:0016491,GO:0006633,GO:0005506
GRMZM2G164341	GO:0046983
GRMZM2G164352	GO:0005515
GRMZM2G164358	GO:0008270,GO:0005515
GRMZM2G164359	GO:0046872
GRMZM2G164405	GO:0030170,GO:0009058
GRMZM2G164413	GO:0016020
GRMZM2G164426	GO:0008270,GO:0005515
GRMZM2G164467	GO:0055114,GO:0016491,GO:0005507
GRMZM2G164470	GO:0016020
GRMZM2G164475	GO:0030150,GO:0005744
GRMZM2G164502	GO:0006468,GO:0004672
GRMZM2G164527	GO:0005525
GRMZM2G164538	GO:0016021,GO:0006890
GRMZM2G164558	GO:0009512
GRMZM2G164562	GO:0009073,GO:0004107
GRMZM2G164569	GO:0016787
GRMZM2G164612	GO:0006468,GO:0004672
GRMZM2G164649	GO:0005524
GRMZM2G164663	GO:0016579,GO:0004843
GRMZM2G164669	GO:0005515
GRMZM2G164676	GO:0009341,GO:0005975,GO:0004565,GO:0004553
GRMZM2G164696	GO:0003924,GO:0007017,GO:0005874
GRMZM2G164714	GO:0019752,GO:0004451
GRMZM2G164743	GO:0016020,GO:0006810,GO:0005215
GRMZM2G164761	GO:0030244,GO:0016760,GO:0016020
GRMZM2G164787	GO:0005515
GRMZM2G164797	GO:0016021,GO:0015693,GO:0015095
GRMZM2G164821	GO:0016021
GRMZM2G164835	GO:0043139,GO:0003697
GRMZM2G164848	GO:0043565,GO:0006355,GO:0003700
GRMZM2G164852	GO:0006418,GO:0005524,GO:0004812,GO:0000166
GRMZM2G164883	GO:0055114,GO:0016491
GRMZM2G164909	GO:0043565,GO:0006355,GO:0005634,GO:0003700
GRMZM2G164916	GO:0008168
GRMZM2G164927	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0015935
GRMZM2G164929	GO:0004857
GRMZM2G164945	GO:0005975,GO:0004560
GRMZM2G164948	GO:0055114,GO:0016491
GRMZM2G164950	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871
GRMZM2G164956	GO:0005634,GO:0005524,GO:0004386,GO:0003723,GO:0003676
GRMZM2G164965	GO:0015934,GO:0006412,GO:0003735
GRMZM2G164974	GO:0016747,GO:0008610,GO:0016020,GO:0006633
GRMZM2G165007	GO:0005515
GRMZM2G165011	GO:0005515,GO:0034968,GO:0018024,GO:0008270,GO:0005634,GO:0042393
GRMZM2G165042	GO:0046983
GRMZM2G165044	GO:0008270,GO:0005515
GRMZM2G165060	GO:0006468,GO:0005524,GO:0004672
GRMZM2G165086	GO:0008234,GO:0006508
GRMZM2G165090	GO:0046983
GRMZM2G165098	GO:0005515
GRMZM2G165099	GO:0006468,GO:0005524,GO:0004672
GRMZM2G165101	GO:0008299,GO:0016765,GO:0015979
GRMZM2G165132	GO:0016021,GO:0008146
GRMZM2G165133	GO:0016491
GRMZM2G165137	GO:0003676
GRMZM2G165176	GO:0016746,GO:0008152
GRMZM2G165179	GO:0006629
GRMZM2G165188	GO:0046983
GRMZM2G165192	GO:0016747
GRMZM2G165195	GO:0007034
GRMZM2G165208	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G165216	GO:0006470,GO:0004722
GRMZM2G165231	GO:0006468,GO:0004672
GRMZM2G165248	GO:0008270,GO:0008022,GO:0006625,GO:0005779
GRMZM2G165257	GO:0006355,GO:0003700
GRMZM2G165272	GO:0043565,GO:0006355,GO:0005634,GO:0003700
GRMZM2G165298	GO:0051603,GO:0005839,GO:0004298
GRMZM2G165301	GO:0006887,GO:0000145
